,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,74ʡF,70ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fair
1,12:53 AM,74ʡF,71ʡF,91ʡ%,CALM,0ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
2,1:53 AM,72ʡF,69ʡF,91ʡ%,CALM,0ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fair
3,2:53 AM,71ʡF,69ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
4,3:53 AM,69ʡF,69ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
5,4:53 AM,69ʡF,69ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fair
6,5:10 AM,65ʡF,65ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fog
7,5:14 AM,65ʡF,65ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fair
8,5:53 AM,66ʡF,66ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
9,6:53 AM,70ʡF,69ʡF,97ʡ%,SSW,3ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
10,7:53 AM,78ʡF,72ʡF,81ʡ%,CALM,0ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
11,8:53 AM,84ʡF,72ʡF,67ʡ%,VAR,3ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
12,9:53 AM,87ʡF,68ʡF,53ʡ%,CALM,0ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
13,10:53 AM,89ʡF,64ʡF,43ʡ%,SE,9ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Partly Cloudy
14,11:53 AM,92ʡF,63ʡF,38ʡ%,SSE,5ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Partly Cloudy
15,12:53 PM,94ʡF,63ʡF,36ʡ%,VAR,6ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
16,1:53 PM,94ʡF,62ʡF,35ʡ%,VAR,6ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
17,2:53 PM,95ʡF,62ʡF,33ʡ%,S,8ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Fair
18,3:53 PM,95ʡF,63ʡF,34ʡ%,SSE,7ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Fair
19,4:53 PM,95ʡF,62ʡF,33ʡ%,SE,9ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
20,5:53 PM,92ʡF,61ʡF,35ʡ%,S,7ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Fair
21,6:53 PM,83ʡF,62ʡF,49ʡ%,S,7ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Fair
22,7:53 PM,80ʡF,63ʡF,56ʡ%,S,5ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Partly Cloudy
23,8:53 PM,79ʡF,64ʡF,60ʡ%,S,7ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
24,9:53 PM,75ʡF,64ʡF,69ʡ%,S,5ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
25,10:53 PM,69ʡF,64ʡF,84ʡ%,CALM,0ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
