,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:53 AM,36ʡF,24ʡF,62ʡ%,N,16ʡmph,28ʡmph,29.73ʡin,0.0ʡin,Mostly Cloudy
1,1:53 AM,35ʡF,24ʡF,64ʡ%,N,13ʡmph,23ʡmph,29.74ʡin,0.0ʡin,Mostly Cloudy
2,2:53 AM,34ʡF,24ʡF,67ʡ%,N,15ʡmph,25ʡmph,29.74ʡin,0.0ʡin,Cloudy
3,3:53 AM,34ʡF,24ʡF,67ʡ%,N,12ʡmph,0ʡmph,29.75ʡin,0.0ʡin,Cloudy
4,4:53 AM,34ʡF,23ʡF,64ʡ%,N,22ʡmph,30ʡmph,29.73ʡin,0.0ʡin,Cloudy / Windy
5,5:53 AM,33ʡF,23ʡF,66ʡ%,N,13ʡmph,0ʡmph,29.75ʡin,0.0ʡin,Cloudy
6,6:53 AM,32ʡF,23ʡF,69ʡ%,N,9ʡmph,0ʡmph,29.78ʡin,0.0ʡin,Mostly Cloudy
7,7:53 AM,32ʡF,23ʡF,69ʡ%,N,10ʡmph,0ʡmph,29.79ʡin,0.0ʡin,Partly Cloudy
8,8:53 AM,36ʡF,23ʡF,59ʡ%,N,16ʡmph,0ʡmph,29.81ʡin,0.0ʡin,Fair
9,9:53 AM,40ʡF,24ʡF,53ʡ%,N,13ʡmph,0ʡmph,29.82ʡin,0.0ʡin,Fair
10,10:53 AM,43ʡF,24ʡF,47ʡ%,N,10ʡmph,22ʡmph,29.81ʡin,0.0ʡin,Fair
11,11:53 AM,48ʡF,25ʡF,41ʡ%,NNE,13ʡmph,21ʡmph,29.79ʡin,0.0ʡin,Fair
12,12:53 PM,51ʡF,25ʡF,36ʡ%,NNE,14ʡmph,21ʡmph,29.76ʡin,0.0ʡin,Fair
13,1:53 PM,54ʡF,25ʡF,33ʡ%,NNE,10ʡmph,20ʡmph,29.72ʡin,0.0ʡin,Fair
14,2:53 PM,56ʡF,25ʡF,30ʡ%,NNE,12ʡmph,18ʡmph,29.69ʡin,0.0ʡin,Fair
15,3:53 PM,58ʡF,26ʡF,30ʡ%,N,14ʡmph,0ʡmph,29.68ʡin,0.0ʡin,Fair
16,4:53 PM,57ʡF,25ʡF,29ʡ%,NE,12ʡmph,0ʡmph,29.68ʡin,0.0ʡin,Partly Cloudy
17,5:53 PM,54ʡF,24ʡF,31ʡ%,NE,13ʡmph,0ʡmph,29.68ʡin,0.0ʡin,Partly Cloudy
18,6:53 PM,50ʡF,24ʡF,36ʡ%,NE,7ʡmph,0ʡmph,29.69ʡin,0.0ʡin,Partly Cloudy
19,7:53 PM,47ʡF,25ʡF,42ʡ%,ENE,6ʡmph,0ʡmph,29.72ʡin,0.0ʡin,Partly Cloudy
20,8:53 PM,47ʡF,26ʡF,44ʡ%,ENE,3ʡmph,0ʡmph,29.74ʡin,0.0ʡin,Partly Cloudy
21,9:53 PM,37ʡF,27ʡF,67ʡ%,CALM,0ʡmph,0ʡmph,29.75ʡin,0.0ʡin,Fair
22,10:53 PM,32ʡF,26ʡF,79ʡ%,CALM,0ʡmph,0ʡmph,29.76ʡin,0.0ʡin,Fair
23,11:53 PM,32ʡF,27ʡF,82ʡ%,CALM,0ʡmph,0ʡmph,29.76ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
