,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,80ʡF,73ʡF,79ʡ%,S,13ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
1,12:23 AM,80ʡF,73ʡF,79ʡ%,S,8ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
2,12:53 AM,80ʡF,73ʡF,79ʡ%,SSE,15ʡmph,22ʡmph,29.38ʡin,0.0ʡin,Cloudy
3,1:53 AM,80ʡF,73ʡF,79ʡ%,SSE,15ʡmph,26ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
4,2:53 AM,80ʡF,73ʡF,79ʡ%,S,12ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
5,3:53 AM,79ʡF,73ʡF,82ʡ%,S,10ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
6,4:53 AM,78ʡF,73ʡF,84ʡ%,SSE,8ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
7,5:46 AM,79ʡF,73ʡF,82ʡ%,S,7ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Cloudy
8,5:53 AM,79ʡF,73ʡF,82ʡ%,S,8ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Cloudy
9,6:36 AM,79ʡF,74ʡF,84ʡ%,SSE,8ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Mostly Cloudy
10,6:53 AM,80ʡF,74ʡF,81ʡ%,SSE,7ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Mostly Cloudy
11,7:53 AM,82ʡF,74ʡF,76ʡ%,S,16ʡmph,22ʡmph,29.41ʡin,0.0ʡin,Mostly Cloudy
12,8:53 AM,83ʡF,72ʡF,69ʡ%,SSW,10ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Mostly Cloudy
13,9:53 AM,86ʡF,71ʡF,61ʡ%,SSW,12ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Mostly Cloudy
14,10:53 AM,90ʡF,70ʡF,52ʡ%,SSW,12ʡmph,23ʡmph,29.42ʡin,0.0ʡin,Mostly Cloudy
15,11:53 AM,91ʡF,68ʡF,47ʡ%,S,17ʡmph,26ʡmph,29.42ʡin,0.0ʡin,Mostly Cloudy
16,12:53 PM,92ʡF,68ʡF,45ʡ%,S,15ʡmph,25ʡmph,29.40ʡin,0.0ʡin,Mostly Cloudy
17,1:53 PM,93ʡF,68ʡF,44ʡ%,S,10ʡmph,24ʡmph,29.39ʡin,0.0ʡin,Mostly Cloudy
18,2:53 PM,93ʡF,68ʡF,44ʡ%,SSW,7ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
19,3:53 PM,95ʡF,68ʡF,41ʡ%,S,8ʡmph,21ʡmph,29.36ʡin,0.0ʡin,Mostly Cloudy
20,4:53 PM,94ʡF,67ʡF,41ʡ%,S,14ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
21,5:53 PM,92ʡF,66ʡF,42ʡ%,S,10ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
22,6:53 PM,91ʡF,65ʡF,42ʡ%,SSE,7ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
23,7:53 PM,89ʡF,66ʡF,46ʡ%,SSE,10ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Mostly Cloudy
24,8:53 PM,86ʡF,69ʡF,57ʡ%,SSE,15ʡmph,24ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
25,9:53 PM,83ʡF,72ʡF,69ʡ%,SSE,14ʡmph,21ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
26,10:53 PM,81ʡF,73ʡF,77ʡ%,SSE,12ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Partly Cloudy
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
