,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,74ʡF,69ʡF,85ʡ%,S,6ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Mostly Cloudy
1,12:53 AM,73ʡF,69ʡF,87ʡ%,SSE,3ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Mostly Cloudy
2,1:53 AM,72ʡF,69ʡF,91ʡ%,SE,5ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Mostly Cloudy
3,2:53 AM,71ʡF,69ʡF,93ʡ%,SE,6ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Mostly Cloudy
4,3:53 AM,69ʡF,68ʡF,96ʡ%,S,3ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Mostly Cloudy
5,4:13 AM,69ʡF,69ʡF,100ʡ%,SSE,5ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Mostly Cloudy
6,4:50 AM,70ʡF,70ʡF,100ʡ%,S,5ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Cloudy
7,4:53 AM,70ʡF,69ʡF,97ʡ%,S,5ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Cloudy
8,5:53 AM,71ʡF,70ʡF,96ʡ%,SSE,9ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Cloudy
9,6:20 AM,71ʡF,70ʡF,96ʡ%,SSE,8ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Mostly Cloudy
10,6:35 AM,71ʡF,70ʡF,96ʡ%,SSE,9ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Cloudy
11,6:53 AM,72ʡF,71ʡF,97ʡ%,SSE,8ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Cloudy
12,7:01 AM,72ʡF,71ʡF,97ʡ%,SSE,8ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Cloudy
13,7:12 AM,73ʡF,71ʡF,93ʡ%,SSE,9ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Cloudy
14,7:53 AM,74ʡF,72ʡF,93ʡ%,S,13ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Cloudy
15,8:20 AM,76ʡF,71ʡF,85ʡ%,S,15ʡmph,21ʡmph,29.52ʡin,0.0ʡin,Cloudy
16,8:34 AM,77ʡF,71ʡF,82ʡ%,S,12ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Cloudy
17,8:53 AM,78ʡF,71ʡF,79ʡ%,S,13ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Mostly Cloudy
18,9:33 AM,81ʡF,70ʡF,69ʡ%,S,14ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Partly Cloudy
19,9:53 AM,82ʡF,70ʡF,67ʡ%,S,15ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Partly Cloudy
20,10:53 AM,84ʡF,68ʡF,58ʡ%,S,13ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Mostly Cloudy
21,11:53 AM,86ʡF,68ʡF,55ʡ%,SSW,9ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Mostly Cloudy
22,12:53 PM,89ʡF,68ʡF,50ʡ%,S,10ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Mostly Cloudy
23,1:53 PM,90ʡF,69ʡF,50ʡ%,SSE,16ʡmph,21ʡmph,29.48ʡin,0.0ʡin,Mostly Cloudy
24,2:53 PM,92ʡF,68ʡF,45ʡ%,SE,14ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Partly Cloudy
25,3:53 PM,92ʡF,67ʡF,44ʡ%,S,12ʡmph,24ʡmph,29.43ʡin,0.0ʡin,Partly Cloudy
26,4:53 PM,91ʡF,65ʡF,42ʡ%,ESE,17ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Partly Cloudy
27,5:53 PM,89ʡF,65ʡF,45ʡ%,SSE,14ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
28,6:53 PM,86ʡF,65ʡF,49ʡ%,SSE,10ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fair
29,7:53 PM,81ʡF,66ʡF,60ʡ%,SSE,8ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fair
30,8:53 PM,79ʡF,66ʡF,64ʡ%,SSE,9ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
31,9:53 PM,77ʡF,66ʡF,69ʡ%,S,14ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
32,10:53 PM,74ʡF,68ʡF,82ʡ%,S,10ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
40,,,,,,,,,,
41,,,,,,,,,,
42,,,,,,,,,,
