,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:53 AM,41ʡF,38ʡF,89ʡ%,W,3ʡmph,0ʡmph,29.65ʡin,0.0ʡin,Partly Cloudy
1,1:53 AM,40ʡF,36ʡF,86ʡ%,WSW,3ʡmph,0ʡmph,29.64ʡin,0.0ʡin,Partly Cloudy
2,2:53 AM,43ʡF,39ʡF,86ʡ%,CALM,0ʡmph,0ʡmph,29.63ʡin,0.0ʡin,Partly Cloudy
3,3:53 AM,43ʡF,39ʡF,86ʡ%,CALM,0ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Partly Cloudy
4,4:53 AM,43ʡF,40ʡF,89ʡ%,CALM,0ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Mostly Cloudy
5,5:53 AM,40ʡF,38ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Partly Cloudy
6,6:53 AM,39ʡF,37ʡF,93ʡ%,VAR,3ʡmph,0ʡmph,29.63ʡin,0.0ʡin,Partly Cloudy
7,7:53 AM,42ʡF,39ʡF,89ʡ%,SW,3ʡmph,0ʡmph,29.64ʡin,0.0ʡin,Mostly Cloudy
8,8:53 AM,52ʡF,41ʡF,66ʡ%,CALM,0ʡmph,0ʡmph,29.67ʡin,0.0ʡin,Partly Cloudy
9,9:53 AM,55ʡF,42ʡF,62ʡ%,CALM,0ʡmph,0ʡmph,29.67ʡin,0.0ʡin,Partly Cloudy
10,10:53 AM,61ʡF,46ʡF,58ʡ%,VAR,7ʡmph,0ʡmph,29.66ʡin,0.0ʡin,Partly Cloudy
11,11:53 AM,64ʡF,47ʡF,54ʡ%,VAR,5ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Partly Cloudy
12,12:53 PM,68ʡF,48ʡF,49ʡ%,VAR,7ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Partly Cloudy
13,1:53 PM,71ʡF,49ʡF,45ʡ%,SSW,9ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
14,2:53 PM,72ʡF,46ʡF,40ʡ%,SSE,12ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Fair
15,3:53 PM,72ʡF,47ʡF,41ʡ%,SSE,10ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Fair
16,4:53 PM,70ʡF,49ʡF,47ʡ%,S,9ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Fair
17,5:53 PM,64ʡF,49ʡF,58ʡ%,SSE,6ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Fair
18,6:53 PM,58ʡF,50ʡF,75ʡ%,S,6ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Fair
19,7:53 PM,56ʡF,51ʡF,84ʡ%,S,6ʡmph,0ʡmph,29.54ʡin,0.0ʡin,Fair
20,8:53 PM,56ʡF,53ʡF,90ʡ%,S,7ʡmph,0ʡmph,29.54ʡin,0.0ʡin,Fair
21,9:53 PM,56ʡF,53ʡF,90ʡ%,SSW,6ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
22,10:53 PM,57ʡF,55ʡF,93ʡ%,SSW,6ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
23,11:53 PM,57ʡF,56ʡF,96ʡ%,SSW,6ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
