,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,73ʡF,71ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Partly Cloudy
1,12:53 AM,73ʡF,71ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
2,1:53 AM,74ʡF,72ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
3,2:53 AM,74ʡF,71ʡF,91ʡ%,CALM,0ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
4,3:53 AM,70ʡF,69ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
5,4:53 AM,70ʡF,69ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
6,5:53 AM,71ʡF,70ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
7,6:53 AM,78ʡF,73ʡF,84ʡ%,NNE,5ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
8,7:53 AM,79ʡF,73ʡF,82ʡ%,VAR,3ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
9,8:53 AM,83ʡF,74ʡF,74ʡ%,VAR,3ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
10,9:53 AM,85ʡF,73ʡF,67ʡ%,SSE,6ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Partly Cloudy
11,10:53 AM,89ʡF,70ʡF,53ʡ%,ESE,10ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Partly Cloudy
12,11:53 AM,93ʡF,68ʡF,44ʡ%,VAR,7ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Partly Cloudy
13,12:53 PM,94ʡF,67ʡF,41ʡ%,ESE,9ʡmph,20ʡmph,29.46ʡin,0.0ʡin,Mostly Cloudy
14,1:53 PM,94ʡF,67ʡF,41ʡ%,E,15ʡmph,20ʡmph,29.44ʡin,0.0ʡin,Mostly Cloudy
15,2:53 PM,96ʡF,66ʡF,37ʡ%,ESE,8ʡmph,21ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
16,3:53 PM,92ʡF,71ʡF,50ʡ%,S,21ʡmph,31ʡmph,29.42ʡin,0.0ʡin,Partly Cloudy / Windy
17,4:53 PM,92ʡF,70ʡF,48ʡ%,SSE,15ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
18,5:53 PM,91ʡF,68ʡF,47ʡ%,SSE,14ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Partly Cloudy
19,6:53 PM,88ʡF,68ʡF,51ʡ%,S,12ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
20,7:53 PM,84ʡF,70ʡF,63ʡ%,S,10ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
21,8:53 PM,82ʡF,71ʡF,69ʡ%,S,6ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fair
22,9:53 PM,79ʡF,71ʡF,77ʡ%,S,8ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
23,10:53 PM,78ʡF,71ʡF,79ʡ%,S,7ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
