,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,65ʡF,58ʡF,78ʡ%,S,3ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Partly Cloudy
1,12:53 AM,64ʡF,60ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.60ʡin,0.0ʡin,Fair
2,1:53 AM,62ʡF,59ʡF,90ʡ%,CALM,0ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Fair
3,2:53 AM,60ʡF,57ʡF,90ʡ%,CALM,0ʡmph,0ʡmph,29.58ʡin,0.0ʡin,Fair
4,3:53 AM,58ʡF,57ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.58ʡin,0.0ʡin,Fair
5,4:53 AM,58ʡF,57ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Fair
6,5:53 AM,58ʡF,58ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Fair
7,6:53 AM,59ʡF,58ʡF,96ʡ%,CALM,0ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Fair
8,7:53 AM,67ʡF,62ʡF,84ʡ%,CALM,0ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Fair
9,8:53 AM,75ʡF,64ʡF,69ʡ%,VAR,3ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Partly Cloudy
10,9:53 AM,79ʡF,61ʡF,54ʡ%,S,6ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Fair
11,10:53 AM,83ʡF,58ʡF,42ʡ%,SSE,9ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Fair
12,11:53 AM,85ʡF,57ʡF,38ʡ%,SE,12ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Fair
13,12:53 PM,85ʡF,55ʡF,36ʡ%,SE,12ʡmph,0ʡmph,29.56ʡin,0.0ʡin,Partly Cloudy
14,1:53 PM,85ʡF,55ʡF,36ʡ%,SE,13ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Partly Cloudy
15,2:53 PM,86ʡF,54ʡF,33ʡ%,SSE,14ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Partly Cloudy
16,3:53 PM,88ʡF,53ʡF,30ʡ%,SSE,14ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Mostly Cloudy
17,4:53 PM,86ʡF,54ʡF,33ʡ%,SSE,15ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Partly Cloudy
18,5:53 PM,83ʡF,54ʡF,37ʡ%,SSE,8ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
19,6:53 PM,80ʡF,56ʡF,43ʡ%,SSE,8ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
20,7:53 PM,77ʡF,57ʡF,50ʡ%,SSE,8ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
21,8:53 PM,76ʡF,60ʡF,58ʡ%,SSE,13ʡmph,25ʡmph,29.52ʡin,0.0ʡin,Fair
22,9:53 PM,74ʡF,62ʡF,66ʡ%,S,9ʡmph,0ʡmph,29.54ʡin,0.0ʡin,Partly Cloudy
23,10:53 PM,73ʡF,62ʡF,68ʡ%,S,9ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Mostly Cloudy
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
