,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,76ʡF,71ʡF,85ʡ%,S,6ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Fair
1,12:53 AM,72ʡF,70ʡF,93ʡ%,S,5ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Partly Cloudy
2,1:53 AM,73ʡF,71ʡF,93ʡ%,SSW,3ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Fair
3,2:49 AM,72ʡF,72ʡF,100ʡ%,S,3ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Mostly Cloudy
4,2:53 AM,72ʡF,71ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Mostly Cloudy
5,3:53 AM,72ʡF,71ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Mostly Cloudy
6,4:53 AM,72ʡF,71ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Mostly Cloudy
7,5:53 AM,72ʡF,72ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Mostly Cloudy
8,6:53 AM,75ʡF,74ʡF,96ʡ%,SE,5ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Cloudy
9,7:04 AM,75ʡF,74ʡF,96ʡ%,SE,3ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Cloudy
10,7:53 AM,75ʡF,74ʡF,96ʡ%,S,3ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Cloudy
11,8:53 AM,81ʡF,75ʡF,82ʡ%,VAR,5ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Partly Cloudy
12,9:10 AM,81ʡF,75ʡF,82ʡ%,SW,5ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Mostly Cloudy
13,9:53 AM,83ʡF,73ʡF,72ʡ%,SSW,5ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Mostly Cloudy
14,10:27 AM,88ʡF,73ʡF,61ʡ%,S,5ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Partly Cloudy
15,10:53 AM,88ʡF,71ʡF,57ʡ%,SSE,8ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Partly Cloudy
16,11:53 AM,91ʡF,70ʡF,50ʡ%,SSE,6ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Partly Cloudy
17,12:53 PM,92ʡF,68ʡF,45ʡ%,VAR,6ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
18,1:53 PM,94ʡF,64ʡF,37ʡ%,E,5ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
19,2:53 PM,96ʡF,66ʡF,37ʡ%,S,6ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Fair
20,3:53 PM,94ʡF,66ʡF,40ʡ%,E,8ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Fair
21,4:53 PM,94ʡF,66ʡF,40ʡ%,E,12ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Partly Cloudy
22,5:53 PM,92ʡF,65ʡF,41ʡ%,ESE,7ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Fair
23,6:53 PM,87ʡF,64ʡF,46ʡ%,ESE,7ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Fair
24,7:53 PM,83ʡF,64ʡF,53ʡ%,SE,5ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Fair
25,8:53 PM,82ʡF,65ʡF,56ʡ%,ESE,6ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
26,9:53 PM,81ʡF,66ʡF,60ʡ%,SSE,8ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Fair
27,10:53 PM,79ʡF,69ʡF,72ʡ%,S,8ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
