,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:53 AM,31ʡF,27ʡF,85ʡ%,CALM,0ʡmph,0ʡmph,29.77ʡin,0.0ʡin,Fair
1,1:53 AM,27ʡF,25ʡF,92ʡ%,CALM,0ʡmph,0ʡmph,29.78ʡin,0.0ʡin,Fair
2,2:53 AM,26ʡF,24ʡF,92ʡ%,CALM,0ʡmph,0ʡmph,29.78ʡin,0.0ʡin,Fair
3,3:53 AM,27ʡF,25ʡF,92ʡ%,CALM,0ʡmph,0ʡmph,29.79ʡin,0.0ʡin,Fair
4,4:53 AM,26ʡF,23ʡF,88ʡ%,CALM,0ʡmph,0ʡmph,29.80ʡin,0.0ʡin,Fair
5,5:53 AM,24ʡF,22ʡF,91ʡ%,WNW,3ʡmph,0ʡmph,29.81ʡin,0.0ʡin,Fair
6,6:53 AM,27ʡF,23ʡF,85ʡ%,CALM,0ʡmph,0ʡmph,29.83ʡin,0.0ʡin,Fair
7,7:53 AM,30ʡF,28ʡF,92ʡ%,CALM,0ʡmph,0ʡmph,29.84ʡin,0.0ʡin,Fair
8,8:53 AM,46ʡF,30ʡF,54ʡ%,CALM,0ʡmph,0ʡmph,29.86ʡin,0.0ʡin,Partly Cloudy
9,9:53 AM,48ʡF,29ʡF,48ʡ%,SSE,3ʡmph,0ʡmph,29.88ʡin,0.0ʡin,Partly Cloudy
10,10:53 AM,53ʡF,29ʡF,40ʡ%,NNW,5ʡmph,0ʡmph,29.87ʡin,0.0ʡin,Fair
11,11:53 AM,57ʡF,26ʡF,30ʡ%,N,5ʡmph,0ʡmph,29.86ʡin,0.0ʡin,Fair
12,12:53 PM,59ʡF,23ʡF,25ʡ%,CALM,0ʡmph,0ʡmph,29.83ʡin,0.0ʡin,Fair
13,1:53 PM,62ʡF,23ʡF,22ʡ%,VAR,3ʡmph,0ʡmph,29.79ʡin,0.0ʡin,Fair
14,2:53 PM,64ʡF,23ʡF,21ʡ%,CALM,0ʡmph,0ʡmph,29.75ʡin,0.0ʡin,Fair
15,3:53 PM,64ʡF,23ʡF,21ʡ%,VAR,5ʡmph,0ʡmph,29.73ʡin,0.0ʡin,Fair
16,4:53 PM,64ʡF,24ʡF,22ʡ%,SE,6ʡmph,0ʡmph,29.71ʡin,0.0ʡin,Fair
17,5:53 PM,61ʡF,25ʡF,25ʡ%,ESE,7ʡmph,0ʡmph,29.70ʡin,0.0ʡin,Fair
18,6:53 PM,50ʡF,26ʡF,39ʡ%,ESE,5ʡmph,0ʡmph,29.70ʡin,0.0ʡin,Fair
19,7:53 PM,44ʡF,30ʡF,58ʡ%,CALM,0ʡmph,0ʡmph,29.72ʡin,0.0ʡin,Fair
20,8:53 PM,39ʡF,28ʡF,65ʡ%,CALM,0ʡmph,0ʡmph,29.72ʡin,0.0ʡin,Fair
21,9:53 PM,40ʡF,28ʡF,63ʡ%,CALM,0ʡmph,0ʡmph,29.72ʡin,0.0ʡin,Fair
22,10:53 PM,38ʡF,29ʡF,70ʡ%,S,6ʡmph,0ʡmph,29.73ʡin,0.0ʡin,Fair
23,11:53 PM,41ʡF,29ʡF,62ʡ%,S,8ʡmph,0ʡmph,29.72ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
