,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,80ʡF,72ʡF,76ʡ%,S,9ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
1,12:53 AM,79ʡF,74ʡF,84ʡ%,S,9ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fair
2,1:53 AM,78ʡF,74ʡF,87ʡ%,S,8ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
3,2:53 AM,77ʡF,75ʡF,94ʡ%,S,10ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Partly Cloudy
4,3:53 AM,78ʡF,74ʡF,87ʡ%,S,10ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Mostly Cloudy
5,4:18 AM,77ʡF,74ʡF,90ʡ%,S,9ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Partly Cloudy
6,4:53 AM,77ʡF,74ʡF,90ʡ%,S,10ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Partly Cloudy
7,5:53 AM,77ʡF,74ʡF,90ʡ%,SSW,9ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Partly Cloudy
8,6:53 AM,79ʡF,74ʡF,84ʡ%,SSW,12ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Partly Cloudy
9,7:53 AM,82ʡF,73ʡF,74ʡ%,SSW,17ʡmph,24ʡmph,29.46ʡin,0.0ʡin,Partly Cloudy
10,8:53 AM,83ʡF,71ʡF,67ʡ%,SSW,15ʡmph,25ʡmph,29.46ʡin,0.0ʡin,Fair
11,9:53 AM,87ʡF,70ʡF,57ʡ%,SSW,14ʡmph,22ʡmph,29.45ʡin,0.0ʡin,Partly Cloudy
12,10:53 AM,91ʡF,70ʡF,50ʡ%,SSW,15ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Partly Cloudy
13,11:53 AM,93ʡF,68ʡF,44ʡ%,S,13ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Partly Cloudy
14,12:53 PM,95ʡF,68ʡF,41ʡ%,SSW,13ʡmph,21ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
15,1:53 PM,97ʡF,68ʡF,39ʡ%,SE,13ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
16,2:53 PM,99ʡF,67ʡF,35ʡ%,SSE,10ʡmph,20ʡmph,29.35ʡin,0.0ʡin,Fair
17,3:53 PM,99ʡF,65ʡF,33ʡ%,S,9ʡmph,18ʡmph,29.33ʡin,0.0ʡin,Fair
18,4:53 PM,98ʡF,65ʡF,34ʡ%,SSE,12ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Partly Cloudy
19,5:53 PM,98ʡF,64ʡF,33ʡ%,SSE,12ʡmph,21ʡmph,29.30ʡin,0.0ʡin,Fair
20,6:53 PM,96ʡF,64ʡF,35ʡ%,SSE,10ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
21,7:53 PM,92ʡF,65ʡF,41ʡ%,SE,7ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
22,8:53 PM,89ʡF,69ʡF,52ʡ%,SSE,16ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Fair
23,9:53 PM,85ʡF,71ʡF,63ʡ%,S,13ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
24,10:53 PM,83ʡF,71ʡF,67ʡ%,S,12ʡmph,20ʡmph,29.39ʡin,0.0ʡin,Fair
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
