,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,75ʡF,72ʡF,90ʡ%,SSW,9ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
1,12:53 AM,74ʡF,72ʡF,93ʡ%,SSW,6ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
2,1:53 AM,73ʡF,71ʡF,93ʡ%,SW,3ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
3,2:53 AM,72ʡF,71ʡF,97ʡ%,S,3ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Fair
4,3:53 AM,71ʡF,71ʡF,100ʡ%,S,3ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
5,4:53 AM,71ʡF,71ʡF,100ʡ%,SSW,3ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fair
6,5:53 AM,69ʡF,69ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
7,6:53 AM,70ʡF,70ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
8,7:53 AM,76ʡF,72ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
9,8:53 AM,80ʡF,70ʡF,71ʡ%,WNW,6ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
10,9:53 AM,84ʡF,70ʡF,63ʡ%,VAR,3ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
11,10:53 AM,87ʡF,70ʡF,57ʡ%,CALM,0ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
12,11:53 AM,89ʡF,69ʡF,52ʡ%,VAR,6ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
13,12:53 PM,91ʡF,69ʡF,48ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
14,1:53 PM,92ʡF,68ʡF,45ʡ%,CALM,0ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fair
15,2:53 PM,92ʡF,69ʡF,47ʡ%,S,6ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
16,3:53 PM,93ʡF,67ʡF,42ʡ%,SSE,12ʡmph,20ʡmph,29.40ʡin,0.0ʡin,Fair
17,4:53 PM,92ʡF,66ʡF,42ʡ%,VAR,6ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
18,5:53 PM,90ʡF,66ʡF,45ʡ%,SE,7ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
19,6:53 PM,85ʡF,69ʡF,59ʡ%,S,8ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Partly Cloudy
20,7:53 PM,82ʡF,70ʡF,67ʡ%,S,8ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Partly Cloudy
21,8:53 PM,81ʡF,70ʡF,69ʡ%,S,10ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Partly Cloudy
22,9:53 PM,80ʡF,71ʡF,74ʡ%,S,7ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Mostly Cloudy
23,10:53 PM,77ʡF,71ʡF,82ʡ%,SSW,5ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
