,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:53 AM,50ʡF,40ʡF,68ʡ%,E,3ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Cloudy
1,1:53 AM,51ʡF,41ʡF,68ʡ%,CALM,0ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Cloudy
2,2:33 AM,51ʡF,41ʡF,68ʡ%,CALM,0ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Cloudy
3,2:53 AM,51ʡF,41ʡF,68ʡ%,E,5ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Cloudy
4,3:53 AM,51ʡF,42ʡF,71ʡ%,ESE,5ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Cloudy
5,4:53 AM,51ʡF,42ʡF,71ʡ%,E,5ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Cloudy
6,5:53 AM,51ʡF,42ʡF,71ʡ%,E,3ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Cloudy
7,6:53 AM,51ʡF,42ʡF,71ʡ%,CALM,0ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Cloudy
8,7:53 AM,51ʡF,43ʡF,74ʡ%,NNW,3ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Cloudy
9,8:53 AM,50ʡF,46ʡF,86ʡ%,NNW,3ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Cloudy
10,9:53 AM,51ʡF,47ʡF,86ʡ%,NW,3ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Cloudy
11,10:29 AM,52ʡF,47ʡF,83ʡ%,NNE,5ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Cloudy
12,10:53 AM,52ʡF,47ʡF,83ʡ%,N,3ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Cloudy
13,11:53 AM,53ʡF,47ʡF,80ʡ%,VAR,3ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Cloudy
14,12:53 PM,54ʡF,48ʡF,80ʡ%,NE,5ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Cloudy
15,1:19 PM,54ʡF,48ʡF,80ʡ%,CALM,0ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Cloudy
16,1:53 PM,56ʡF,48ʡF,75ʡ%,E,7ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Cloudy
17,2:53 PM,59ʡF,49ʡF,69ʡ%,ENE,5ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Mostly Cloudy
18,3:53 PM,61ʡF,50ʡF,67ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Partly Cloudy
19,4:53 PM,60ʡF,50ʡF,69ʡ%,E,6ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
20,5:53 PM,56ʡF,49ʡF,77ʡ%,ESE,6ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
21,6:53 PM,54ʡF,48ʡF,80ʡ%,SE,3ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
22,7:53 PM,46ʡF,44ʡF,93ʡ%,SSE,5ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Fair
23,8:53 PM,43ʡF,42ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
24,9:53 PM,38ʡF,37ʡF,97ʡ%,WSW,5ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Partly Cloudy
25,10:53 PM,37ʡF,37ʡF,100ʡ%,W,3ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
26,11:53 PM,36ʡF,36ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
