,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:53 AM,70ʡF,68ʡF,93ʡ%,S,12ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Mostly Cloudy
1,1:53 AM,70ʡF,68ʡF,93ʡ%,S,12ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Cloudy
2,2:53 AM,70ʡF,67ʡF,90ʡ%,S,10ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Cloudy
3,3:53 AM,70ʡF,67ʡF,90ʡ%,S,10ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Cloudy
4,4:53 AM,69ʡF,67ʡF,93ʡ%,S,6ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Cloudy
5,5:53 AM,69ʡF,67ʡF,93ʡ%,S,7ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Cloudy
6,6:53 AM,69ʡF,67ʡF,93ʡ%,SSE,6ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Cloudy
7,7:53 AM,69ʡF,67ʡF,93ʡ%,SSE,6ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Cloudy
8,8:42 AM,70ʡF,68ʡF,93ʡ%,SSE,6ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Cloudy
9,8:53 AM,70ʡF,68ʡF,93ʡ%,SSE,9ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Cloudy
10,9:19 AM,71ʡF,68ʡF,90ʡ%,SE,9ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Mostly Cloudy
11,9:53 AM,72ʡF,67ʡF,84ʡ%,SSE,8ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Cloudy
12,10:53 AM,74ʡF,67ʡF,79ʡ%,S,13ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Mostly Cloudy
13,11:53 AM,74ʡF,66ʡF,76ʡ%,SSE,7ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Cloudy
14,12:53 PM,73ʡF,67ʡF,81ʡ%,SSW,3ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Light Rain
15,1:53 PM,77ʡF,67ʡF,71ʡ%,SSE,7ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Cloudy
16,2:53 PM,78ʡF,66ʡF,66ʡ%,S,7ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Mostly Cloudy
17,3:53 PM,78ʡF,64ʡF,62ʡ%,SSW,8ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Mostly Cloudy
18,4:53 PM,77ʡF,64ʡF,64ʡ%,S,5ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Cloudy
19,5:53 PM,74ʡF,67ʡF,79ʡ%,NE,5ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Cloudy
20,6:53 PM,73ʡF,68ʡF,84ʡ%,NE,9ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Cloudy
21,7:53 PM,72ʡF,68ʡF,87ʡ%,NE,6ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Cloudy
22,8:29 PM,72ʡF,67ʡF,84ʡ%,NNE,8ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Thunder
23,8:53 PM,72ʡF,68ʡF,87ʡ%,NE,6ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Thunder
24,9:06 PM,71ʡF,68ʡF,90ʡ%,E,3ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Thunder
25,9:53 PM,71ʡF,68ʡF,90ʡ%,CALM,0ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Thunder
26,10:24 PM,71ʡF,69ʡF,93ʡ%,ESE,3ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Cloudy
27,10:53 PM,67ʡF,65ʡF,93ʡ%,N,17ʡmph,21ʡmph,29.48ʡin,0.0ʡin,Light Rain
28,11:00 PM,66ʡF,64ʡF,93ʡ%,NNE,16ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Rain
29,11:27 PM,65ʡF,64ʡF,97ʡ%,NNE,16ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Light Rain with Thunder
30,11:53 PM,64ʡF,63ʡF,96ʡ%,NNE,16ʡmph,24ʡmph,29.47ʡin,0.0ʡin,Light Rain with Thunder
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
40,,,,,,,,,,
