,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:13 PM,80ʡF,71ʡF,74ʡ%,SE,13ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Mostly Cloudy
1,11:53 PM,80ʡF,72ʡF,76ʡ%,SSE,13ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Mostly Cloudy
2,12:53 AM,79ʡF,73ʡF,82ʡ%,SSE,12ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Mostly Cloudy
3,1:53 AM,79ʡF,73ʡF,82ʡ%,SE,9ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Cloudy
4,2:18 AM,78ʡF,73ʡF,84ʡ%,SSE,9ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Cloudy
5,2:53 AM,78ʡF,74ʡF,87ʡ%,SSE,7ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Cloudy
6,3:49 AM,79ʡF,73ʡF,83ʡ%,S,9ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Cloudy
7,3:53 AM,77ʡF,74ʡF,90ʡ%,S,8ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Mostly Cloudy
8,4:53 AM,77ʡF,74ʡF,90ʡ%,SSE,6ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Mostly Cloudy
9,5:10 AM,77ʡF,74ʡF,90ʡ%,SSE,7ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Cloudy
10,5:48 AM,77ʡF,73ʡF,89ʡ%,SE,5ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Cloudy
11,5:53 AM,77ʡF,74ʡF,90ʡ%,SSE,3ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Cloudy
12,6:21 AM,77ʡF,74ʡF,90ʡ%,SSE,3ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
13,6:53 AM,78ʡF,74ʡF,87ʡ%,SSE,5ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Mostly Cloudy
14,7:53 AM,79ʡF,74ʡF,84ʡ%,SSE,5ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
15,8:43 AM,82ʡF,74ʡF,76ʡ%,SSE,5ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
16,8:53 AM,83ʡF,74ʡF,74ʡ%,SSE,7ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
17,9:53 AM,86ʡF,73ʡF,65ʡ%,SSE,9ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Mostly Cloudy
18,10:53 AM,89ʡF,71ʡF,55ʡ%,SSE,9ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
19,11:53 AM,90ʡF,71ʡF,54ʡ%,CALM,0ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Mostly Cloudy
20,12:53 PM,91ʡF,70ʡF,50ʡ%,SSE,7ʡmph,17ʡmph,29.31ʡin,0.0ʡin,Mostly Cloudy
21,1:53 PM,91ʡF,73ʡF,55ʡ%,SE,20ʡmph,26ʡmph,29.31ʡin,0.0ʡin,Mostly Cloudy
22,2:53 PM,89ʡF,72ʡF,57ʡ%,SE,20ʡmph,25ʡmph,29.31ʡin,0.0ʡin,Mostly Cloudy
23,3:53 PM,90ʡF,71ʡF,54ʡ%,SSE,15ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Partly Cloudy
24,4:53 PM,90ʡF,69ʡF,50ʡ%,SSE,14ʡmph,24ʡmph,29.27ʡin,0.0ʡin,Fair
25,5:53 PM,89ʡF,70ʡF,53ʡ%,SE,16ʡmph,0ʡmph,29.24ʡin,0.0ʡin,Fair
26,6:53 PM,87ʡF,69ʡF,55ʡ%,SSE,14ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Fair
27,7:53 PM,84ʡF,69ʡF,61ʡ%,SE,10ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
28,8:53 PM,83ʡF,69ʡF,63ʡ%,SSE,8ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Partly Cloudy
29,9:53 PM,80ʡF,69ʡF,69ʡ%,SSE,7ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Partly Cloudy
30,10:53 PM,77ʡF,70ʡF,79ʡ%,S,7ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Partly Cloudy
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
40,,,,,,,,,,
