,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,45ʡF,37ʡF,74ʡ%,SW,6ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Fair
1,12:53 AM,41ʡF,33ʡF,73ʡ%,CALM,0ʡmph,0ʡmph,29.58ʡin,0.0ʡin,Fair
2,1:53 AM,39ʡF,34ʡF,82ʡ%,CALM,0ʡmph,0ʡmph,29.57ʡin,0.0ʡin,Fair
3,2:53 AM,36ʡF,33ʡF,89ʡ%,CALM,0ʡmph,0ʡmph,29.56ʡin,0.0ʡin,Fair
4,3:53 AM,38ʡF,34ʡF,86ʡ%,CALM,0ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
5,4:53 AM,37ʡF,35ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
6,5:53 AM,38ʡF,36ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
7,6:53 AM,40ʡF,38ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
8,7:53 AM,54ʡF,39ʡF,57ʡ%,S,3ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
9,8:53 AM,66ʡF,45ʡF,47ʡ%,SSW,7ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
10,9:53 AM,73ʡF,39ʡF,29ʡ%,SSW,16ʡmph,26ʡmph,29.54ʡin,0.0ʡin,Fair
11,10:53 AM,77ʡF,41ʡF,28ʡ%,SSW,16ʡmph,25ʡmph,29.52ʡin,0.0ʡin,Fair
12,11:53 AM,80ʡF,41ʡF,25ʡ%,SSW,18ʡmph,29ʡmph,29.49ʡin,0.0ʡin,Fair
13,12:53 PM,82ʡF,40ʡF,22ʡ%,S,14ʡmph,24ʡmph,29.45ʡin,0.0ʡin,Fair
14,1:53 PM,84ʡF,40ʡF,21ʡ%,SSW,18ʡmph,26ʡmph,29.40ʡin,0.0ʡin,Fair
15,2:53 PM,85ʡF,38ʡF,19ʡ%,S,13ʡmph,32ʡmph,29.36ʡin,0.0ʡin,Fair
16,3:53 PM,86ʡF,37ʡF,18ʡ%,S,16ʡmph,32ʡmph,29.33ʡin,0.0ʡin,Fair
17,4:53 PM,84ʡF,36ʡF,18ʡ%,S,17ʡmph,31ʡmph,29.31ʡin,0.0ʡin,Fair
18,5:53 PM,82ʡF,38ʡF,21ʡ%,S,16ʡmph,26ʡmph,29.30ʡin,0.0ʡin,Fair
19,6:53 PM,77ʡF,40ʡF,26ʡ%,SSE,14ʡmph,25ʡmph,29.29ʡin,0.0ʡin,Fair
20,7:53 PM,73ʡF,40ʡF,30ʡ%,SSE,16ʡmph,32ʡmph,29.30ʡin,0.0ʡin,Fair
21,8:53 PM,69ʡF,41ʡF,36ʡ%,S,15ʡmph,24ʡmph,29.33ʡin,0.0ʡin,Fair
22,9:53 PM,67ʡF,40ʡF,37ʡ%,S,13ʡmph,26ʡmph,29.34ʡin,0.0ʡin,Fair
23,10:53 PM,65ʡF,45ʡF,48ʡ%,S,15ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
