,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:08 PM,79ʡF,72ʡF,79ʡ%,S,16ʡmph,28ʡmph,29.27ʡin,0.0ʡin,Mostly Cloudy
1,11:53 PM,79ʡF,72ʡF,79ʡ%,S,16ʡmph,26ʡmph,29.28ʡin,0.0ʡin,Mostly Cloudy
2,12:53 AM,78ʡF,72ʡF,81ʡ%,S,10ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Mostly Cloudy
3,1:53 AM,78ʡF,72ʡF,81ʡ%,S,13ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Mostly Cloudy
4,2:53 AM,78ʡF,72ʡF,81ʡ%,S,10ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Mostly Cloudy
5,3:50 AM,77ʡF,72ʡF,83ʡ%,S,15ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Partly Cloudy
6,3:53 AM,77ʡF,71ʡF,82ʡ%,S,14ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Partly Cloudy
7,4:53 AM,76ʡF,71ʡF,85ʡ%,S,12ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Partly Cloudy
8,5:53 AM,76ʡF,72ʡF,87ʡ%,S,9ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Partly Cloudy
9,6:53 AM,77ʡF,73ʡF,88ʡ%,S,13ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Mostly Cloudy
10,7:53 AM,80ʡF,72ʡF,76ʡ%,SSW,17ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Mostly Cloudy
11,8:53 AM,82ʡF,69ʡF,65ʡ%,SSW,16ʡmph,26ʡmph,29.31ʡin,0.0ʡin,Mostly Cloudy
12,9:53 AM,87ʡF,69ʡF,55ʡ%,SSW,13ʡmph,23ʡmph,29.30ʡin,0.0ʡin,Partly Cloudy
13,10:53 AM,90ʡF,68ʡF,48ʡ%,SW,12ʡmph,21ʡmph,29.32ʡin,0.0ʡin,Partly Cloudy
14,11:53 AM,91ʡF,67ʡF,45ʡ%,VAR,7ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Partly Cloudy
15,12:53 PM,94ʡF,66ʡF,40ʡ%,S,12ʡmph,21ʡmph,29.31ʡin,0.0ʡin,Partly Cloudy
16,1:53 PM,96ʡF,64ʡF,35ʡ%,E,8ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Partly Cloudy
17,2:53 PM,98ʡF,66ʡF,35ʡ%,NE,10ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Partly Cloudy
18,3:53 PM,97ʡF,67ʡF,37ʡ%,ENE,8ʡmph,16ʡmph,29.28ʡin,0.0ʡin,Partly Cloudy
19,4:53 PM,96ʡF,66ʡF,37ʡ%,NE,13ʡmph,20ʡmph,29.27ʡin,0.0ʡin,Mostly Cloudy
20,5:53 PM,95ʡF,67ʡF,40ʡ%,ENE,14ʡmph,26ʡmph,29.26ʡin,0.0ʡin,Partly Cloudy
21,6:53 PM,93ʡF,67ʡF,42ʡ%,ESE,13ʡmph,20ʡmph,29.27ʡin,0.0ʡin,Partly Cloudy
22,7:53 PM,90ʡF,66ʡF,45ʡ%,ESE,7ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Partly Cloudy
23,8:53 PM,87ʡF,70ʡF,57ʡ%,SSE,13ʡmph,23ʡmph,29.29ʡin,0.0ʡin,Fair
24,9:53 PM,83ʡF,72ʡF,69ʡ%,S,13ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
25,10:53 PM,82ʡF,72ʡF,71ʡ%,S,10ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Fair
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
