,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,83ʡF,68ʡF,60ʡ%,SSW,8ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fair
1,12:53 AM,81ʡF,68ʡF,65ʡ%,SSW,6ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
2,1:53 AM,78ʡF,68ʡF,71ʡ%,S,3ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
3,2:53 AM,75ʡF,68ʡF,79ʡ%,ESE,5ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
4,3:53 AM,74ʡF,68ʡF,82ʡ%,CALM,0ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
5,4:53 AM,73ʡF,68ʡF,84ʡ%,CALM,0ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
6,5:53 AM,72ʡF,68ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fair
7,6:53 AM,78ʡF,70ʡF,76ʡ%,SSE,3ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
8,7:53 AM,84ʡF,67ʡF,56ʡ%,WSW,5ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
9,8:53 AM,88ʡF,66ʡF,48ʡ%,W,7ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
10,9:53 AM,92ʡF,64ʡF,39ʡ%,VAR,6ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
11,10:53 AM,94ʡF,64ʡF,37ʡ%,S,7ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fair
12,11:53 AM,96ʡF,62ʡF,32ʡ%,ESE,6ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
13,12:53 PM,97ʡF,61ʡF,30ʡ%,CALM,0ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
14,1:53 PM,99ʡF,61ʡF,28ʡ%,VAR,6ʡmph,16ʡmph,29.35ʡin,0.0ʡin,Fair
15,2:53 PM,100ʡF,61ʡF,27ʡ%,VAR,5ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
16,3:53 PM,101ʡF,59ʡF,25ʡ%,SSW,12ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
17,4:53 PM,100ʡF,58ʡF,25ʡ%,SE,6ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
18,5:53 PM,99ʡF,58ʡF,25ʡ%,SSE,8ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
19,6:53 PM,97ʡF,57ʡF,26ʡ%,SSE,8ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Fair
20,7:53 PM,88ʡF,58ʡF,36ʡ%,SSE,5ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
21,8:53 PM,83ʡF,59ʡF,44ʡ%,CALM,0ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
22,9:53 PM,86ʡF,64ʡF,48ʡ%,S,12ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
23,10:53 PM,84ʡF,66ʡF,55ʡ%,S,12ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
