,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,74ʡF,67ʡF,79ʡ%,S,10ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
1,12:53 AM,73ʡF,69ʡF,87ʡ%,SSW,9ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
2,1:53 AM,71ʡF,69ʡF,93ʡ%,S,6ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Partly Cloudy
3,2:21 AM,74ʡF,70ʡF,87ʡ%,ENE,14ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
4,2:53 AM,74ʡF,70ʡF,87ʡ%,E,13ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Cloudy
5,3:53 AM,75ʡF,69ʡF,82ʡ%,E,12ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Cloudy
6,4:31 AM,74ʡF,69ʡF,85ʡ%,ESE,8ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Cloudy
7,4:53 AM,75ʡF,69ʡF,82ʡ%,ESE,6ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Cloudy
8,5:53 AM,73ʡF,69ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Partly Cloudy
9,6:53 AM,74ʡF,70ʡF,87ʡ%,ESE,3ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Partly Cloudy
10,7:53 AM,77ʡF,70ʡF,79ʡ%,S,7ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
11,8:53 AM,80ʡF,70ʡF,71ʡ%,VAR,6ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Partly Cloudy
12,9:53 AM,82ʡF,69ʡF,65ʡ%,S,10ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Mostly Cloudy
13,10:53 AM,87ʡF,69ʡF,55ʡ%,SSW,8ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Mostly Cloudy
14,11:53 AM,90ʡF,64ʡF,42ʡ%,S,12ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
15,12:53 PM,93ʡF,60ʡF,33ʡ%,S,9ʡmph,22ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
16,1:53 PM,95ʡF,58ʡF,29ʡ%,S,9ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Mostly Cloudy
17,2:53 PM,96ʡF,56ʡF,26ʡ%,S,10ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Mostly Cloudy
18,3:53 PM,95ʡF,53ʡF,24ʡ%,SSE,9ʡmph,16ʡmph,29.29ʡin,0.0ʡin,Mostly Cloudy
19,4:53 PM,94ʡF,56ʡF,28ʡ%,S,7ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Partly Cloudy
20,5:53 PM,93ʡF,56ʡF,29ʡ%,S,7ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Partly Cloudy
21,6:53 PM,89ʡF,59ʡF,36ʡ%,SE,7ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Partly Cloudy
22,7:53 PM,79ʡF,62ʡF,56ʡ%,SSE,5ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Fair
23,8:53 PM,74ʡF,63ʡF,68ʡ%,ESE,5ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
24,9:53 PM,80ʡF,65ʡF,60ʡ%,S,10ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Partly Cloudy
25,10:53 PM,78ʡF,67ʡF,68ʡ%,S,12ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Partly Cloudy
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
