,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:53 AM,41ʡF,22ʡF,47ʡ%,NNW,14ʡmph,21ʡmph,29.62ʡin,0.0ʡin,Fair
1,1:53 AM,41ʡF,22ʡF,47ʡ%,NNW,17ʡmph,25ʡmph,29.62ʡin,0.0ʡin,Fair
2,2:53 AM,40ʡF,21ʡF,47ʡ%,NNW,8ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Fair
3,3:53 AM,38ʡF,20ʡF,48ʡ%,NNW,10ʡmph,0ʡmph,29.60ʡin,0.0ʡin,Fair
4,4:53 AM,37ʡF,20ʡF,50ʡ%,WNW,7ʡmph,0ʡmph,29.60ʡin,0.0ʡin,Fair
5,5:53 AM,35ʡF,20ʡF,54ʡ%,WNW,6ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Fair
6,6:53 AM,34ʡF,20ʡF,56ʡ%,WNW,6ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Fair
7,7:53 AM,35ʡF,19ʡF,52ʡ%,NW,5ʡmph,0ʡmph,29.63ʡin,0.0ʡin,Fair
8,8:53 AM,39ʡF,19ʡF,45ʡ%,NW,12ʡmph,0ʡmph,29.63ʡin,0.0ʡin,Fair
9,9:53 AM,42ʡF,20ʡF,41ʡ%,NW,6ʡmph,0ʡmph,29.63ʡin,0.0ʡin,Fair
10,10:53 AM,46ʡF,21ʡF,37ʡ%,WNW,8ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Fair
11,11:53 AM,51ʡF,20ʡF,29ʡ%,W,7ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Fair
12,12:53 PM,55ʡF,18ʡF,23ʡ%,VAR,7ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
13,1:53 PM,58ʡF,14ʡF,18ʡ%,VAR,6ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
14,2:53 PM,61ʡF,15ʡF,17ʡ%,VAR,5ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
15,3:53 PM,61ʡF,16ʡF,17ʡ%,CALM,0ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
16,4:53 PM,62ʡF,19ʡF,19ʡ%,CALM,0ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fair
17,5:53 PM,52ʡF,20ʡF,28ʡ%,E,7ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fair
18,6:53 PM,40ʡF,24ʡF,53ʡ%,CALM,0ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
19,7:53 PM,36ʡF,23ʡF,59ʡ%,CALM,0ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
20,8:53 PM,33ʡF,24ʡF,70ʡ%,CALM,0ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
21,9:53 PM,33ʡF,25ʡF,72ʡ%,SW,3ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
22,10:53 PM,35ʡF,24ʡF,64ʡ%,CALM,0ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
23,11:53 PM,35ʡF,24ʡF,64ʡ%,CALM,0ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
