,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:30 AM,40ʡF,34ʡF,79ʡ%,NNE,17ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Cloudy
1,12:53 AM,40ʡF,34ʡF,79ʡ%,NNE,16ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Cloudy
2,1:53 AM,39ʡF,33ʡF,79ʡ%,NNE,15ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Cloudy
3,2:53 AM,38ʡF,33ʡF,83ʡ%,N,15ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Cloudy
4,3:53 AM,37ʡF,32ʡF,82ʡ%,N,18ʡmph,0ʡmph,29.56ʡin,0.0ʡin,Cloudy
5,4:53 AM,35ʡF,34ʡF,96ʡ%,N,16ʡmph,0ʡmph,29.57ʡin,0.0ʡin,Light Drizzle
6,5:53 AM,35ʡF,32ʡF,89ʡ%,N,20ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Light Drizzle
7,6:53 AM,34ʡF,31ʡF,89ʡ%,N,18ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Cloudy
8,7:53 AM,33ʡF,31ʡF,92ʡ%,N,20ʡmph,0ʡmph,29.64ʡin,0.0ʡin,Cloudy
9,8:37 AM,33ʡF,31ʡF,92ʡ%,N,15ʡmph,0ʡmph,29.66ʡin,0.0ʡin,Cloudy
10,8:53 AM,33ʡF,31ʡF,92ʡ%,N,15ʡmph,0ʡmph,29.67ʡin,0.0ʡin,Cloudy
11,9:53 AM,32ʡF,31ʡF,96ʡ%,N,18ʡmph,0ʡmph,29.69ʡin,0.0ʡin,Cloudy
12,10:53 AM,33ʡF,31ʡF,92ʡ%,N,15ʡmph,0ʡmph,29.70ʡin,0.0ʡin,Light Rain
13,11:53 AM,32ʡF,31ʡF,96ʡ%,N,17ʡmph,0ʡmph,29.67ʡin,0.0ʡin,Light Drizzle
14,12:53 PM,32ʡF,31ʡF,96ʡ%,N,16ʡmph,0ʡmph,29.65ʡin,0.0ʡin,Cloudy
15,1:53 PM,33ʡF,31ʡF,92ʡ%,N,20ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Cloudy
16,2:53 PM,32ʡF,31ʡF,96ʡ%,N,14ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Cloudy
17,3:53 PM,33ʡF,31ʡF,92ʡ%,N,15ʡmph,23ʡmph,29.61ʡin,0.0ʡin,Cloudy
18,4:53 PM,32ʡF,31ʡF,96ʡ%,N,16ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Cloudy
19,5:53 PM,32ʡF,31ʡF,96ʡ%,N,16ʡmph,0ʡmph,29.63ʡin,0.0ʡin,Light Drizzle
20,6:04 PM,32ʡF,31ʡF,96ʡ%,N,16ʡmph,0ʡmph,29.63ʡin,0.0ʡin,Light Drizzle
21,6:53 PM,31ʡF,30ʡF,96ʡ%,N,20ʡmph,0ʡmph,29.65ʡin,0.0ʡin,Cloudy
22,7:50 PM,30ʡF,30ʡF,100ʡ%,N,15ʡmph,0ʡmph,29.66ʡin,0.0ʡin,Wintry Mix
23,7:53 PM,31ʡF,30ʡF,96ʡ%,N,14ʡmph,0ʡmph,29.66ʡin,0.0ʡin,Wintry Mix
24,8:53 PM,31ʡF,29ʡF,92ʡ%,N,16ʡmph,0ʡmph,29.68ʡin,0.0ʡin,Light Freezing Drizzle
25,9:53 PM,30ʡF,29ʡF,96ʡ%,N,13ʡmph,0ʡmph,29.68ʡin,0.0ʡin,Light Freezing Drizzle
26,10:29 PM,31ʡF,29ʡF,92ʡ%,N,14ʡmph,0ʡmph,29.67ʡin,0.0ʡin,Cloudy
27,10:53 PM,31ʡF,30ʡF,96ʡ%,N,16ʡmph,0ʡmph,29.67ʡin,0.0ʡin,Wintry Mix
28,11:49 PM,30ʡF,28ʡF,93ʡ%,N,18ʡmph,0ʡmph,29.66ʡin,0.0ʡin,Cloudy
29,11:53 PM,30ʡF,29ʡF,96ʡ%,N,16ʡmph,0ʡmph,29.65ʡin,0.0ʡin,Cloudy
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
