,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:27 PM,75ʡF,68ʡF,79ʡ%,E,8ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Cloudy
1,11:53 PM,75ʡF,68ʡF,79ʡ%,E,8ʡmph,0ʡmph,29.25ʡin,0.0ʡin,Cloudy
2,12:19 AM,75ʡF,68ʡF,79ʡ%,ESE,10ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Cloudy
3,12:53 AM,74ʡF,68ʡF,82ʡ%,SE,9ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Light Rain
4,1:24 AM,73ʡF,69ʡF,87ʡ%,ESE,9ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Cloudy
5,1:53 AM,73ʡF,69ʡF,87ʡ%,ESE,7ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Cloudy
6,2:53 AM,73ʡF,68ʡF,84ʡ%,SE,10ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Mostly Cloudy
7,3:53 AM,73ʡF,68ʡF,84ʡ%,ESE,6ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Mostly Cloudy
8,4:08 AM,73ʡF,68ʡF,84ʡ%,ESE,8ʡmph,0ʡmph,29.21ʡin,0.0ʡin,Light Rain
9,4:42 AM,71ʡF,68ʡF,90ʡ%,ESE,7ʡmph,0ʡmph,29.19ʡin,0.0ʡin,Partly Cloudy
10,4:53 AM,72ʡF,68ʡF,87ʡ%,ESE,6ʡmph,0ʡmph,29.19ʡin,0.0ʡin,Partly Cloudy
11,5:33 AM,72ʡF,68ʡF,87ʡ%,E,6ʡmph,0ʡmph,29.17ʡin,0.0ʡin,Mostly Cloudy
12,5:53 AM,72ʡF,68ʡF,87ʡ%,ENE,7ʡmph,0ʡmph,29.16ʡin,0.0ʡin,Cloudy
13,6:31 AM,73ʡF,69ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.17ʡin,0.0ʡin,Cloudy
14,6:53 AM,73ʡF,69ʡF,87ʡ%,E,6ʡmph,0ʡmph,29.18ʡin,0.0ʡin,Cloudy
15,7:33 AM,75ʡF,70ʡF,84ʡ%,ESE,7ʡmph,0ʡmph,29.20ʡin,0.0ʡin,Cloudy
16,7:53 AM,75ʡF,70ʡF,84ʡ%,SE,6ʡmph,0ʡmph,29.20ʡin,0.0ʡin,Cloudy
17,8:04 AM,76ʡF,70ʡF,82ʡ%,SE,7ʡmph,0ʡmph,29.21ʡin,0.0ʡin,Mostly Cloudy
18,8:53 AM,78ʡF,70ʡF,76ʡ%,SSE,13ʡmph,0ʡmph,29.20ʡin,0.0ʡin,Mostly Cloudy
19,9:53 AM,81ʡF,65ʡF,58ʡ%,S,12ʡmph,23ʡmph,29.18ʡin,0.0ʡin,Mostly Cloudy
20,10:53 AM,81ʡF,66ʡF,60ʡ%,S,12ʡmph,0ʡmph,29.17ʡin,0.0ʡin,Mostly Cloudy
21,11:53 AM,84ʡF,65ʡF,53ʡ%,SE,15ʡmph,23ʡmph,29.15ʡin,0.0ʡin,Mostly Cloudy
22,12:53 PM,85ʡF,60ʡF,43ʡ%,SSE,16ʡmph,28ʡmph,29.14ʡin,0.0ʡin,Mostly Cloudy
23,1:53 PM,85ʡF,62ʡF,46ʡ%,SSE,16ʡmph,0ʡmph,29.13ʡin,0.0ʡin,Mostly Cloudy
24,2:53 PM,85ʡF,63ʡF,48ʡ%,S,14ʡmph,0ʡmph,29.11ʡin,0.0ʡin,Mostly Cloudy
25,3:53 PM,85ʡF,62ʡF,46ʡ%,S,16ʡmph,23ʡmph,29.09ʡin,0.0ʡin,Mostly Cloudy
26,4:53 PM,85ʡF,63ʡF,48ʡ%,SSE,14ʡmph,24ʡmph,29.05ʡin,0.0ʡin,Partly Cloudy
27,5:53 PM,85ʡF,61ʡF,44ʡ%,S,15ʡmph,0ʡmph,29.04ʡin,0.0ʡin,Fair
28,6:53 PM,83ʡF,63ʡF,51ʡ%,SSE,13ʡmph,22ʡmph,29.06ʡin,0.0ʡin,Mostly Cloudy
29,7:53 PM,80ʡF,64ʡF,58ʡ%,E,8ʡmph,0ʡmph,29.08ʡin,0.0ʡin,Mostly Cloudy
30,8:53 PM,79ʡF,64ʡF,60ʡ%,E,9ʡmph,0ʡmph,29.08ʡin,0.0ʡin,Fair
31,9:53 PM,79ʡF,65ʡF,62ʡ%,ENE,10ʡmph,0ʡmph,29.12ʡin,0.0ʡin,Cloudy
32,10:36 PM,63ʡF,60ʡF,90ʡ%,NNW,37ʡmph,60ʡmph,29.21ʡin,0.1ʡin,Heavy T-Storm / Windy
33,10:44 PM,61ʡF,60ʡF,97ʡ%,NW,24ʡmph,61ʡmph,29.15ʡin,0.2ʡin,Heavy T-Storm / Windy
34,10:53 PM,61ʡF,60ʡF,97ʡ%,NW,21ʡmph,39ʡmph,29.21ʡin,0.4ʡin,Heavy T-Storm / Windy
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
38,,,,,,,,,,
39,,,,,,,,,,
40,,,,,,,,,,
41,,,,,,,,,,
42,,,,,,,,,,
43,,,,,,,,,,
44,,,,,,,,,,
