,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:53 AM,39ʡF,34ʡF,82ʡ%,CALM,0ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Fair
1,1:53 AM,39ʡF,33ʡF,79ʡ%,CALM,0ʡmph,0ʡmph,29.21ʡin,0.0ʡin,Partly Cloudy
2,2:53 AM,40ʡF,35ʡF,83ʡ%,CALM,0ʡmph,0ʡmph,29.20ʡin,0.0ʡin,Partly Cloudy
3,3:53 AM,43ʡF,37ʡF,80ʡ%,CALM,0ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Mostly Cloudy
4,4:53 AM,45ʡF,39ʡF,80ʡ%,CALM,0ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Mostly Cloudy
5,5:37 AM,46ʡF,39ʡF,76ʡ%,CALM,0ʡmph,0ʡmph,29.21ʡin,0.0ʡin,Cloudy
6,5:53 AM,48ʡF,41ʡF,77ʡ%,CALM,0ʡmph,0ʡmph,29.21ʡin,0.0ʡin,Cloudy
7,6:01 AM,49ʡF,42ʡF,77ʡ%,CALM,0ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Fog
8,6:16 AM,49ʡF,43ʡF,80ʡ%,CALM,0ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Fog
9,6:26 AM,50ʡF,45ʡF,83ʡ%,CALM,0ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Fog
10,6:34 AM,51ʡF,47ʡF,86ʡ%,CALM,0ʡmph,0ʡmph,29.21ʡin,0.0ʡin,Fog
11,6:53 AM,51ʡF,48ʡF,89ʡ%,SSW,5ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Fog
12,7:16 AM,51ʡF,51ʡF,100ʡ%,CALM,0ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Fog
13,7:26 AM,51ʡF,51ʡF,100ʡ%,SSE,7ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Fog
14,7:53 AM,56ʡF,56ʡF,100ʡ%,SW,5ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Fog
15,8:00 AM,56ʡF,56ʡF,100ʡ%,SW,5ʡmph,0ʡmph,29.24ʡin,0.0ʡin,Fog
16,8:12 AM,57ʡF,57ʡF,100ʡ%,SSE,6ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Fog
17,8:53 AM,60ʡF,60ʡF,100ʡ%,S,8ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Fog
18,9:13 AM,62ʡF,62ʡF,100ʡ%,S,8ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Fog
19,9:53 AM,63ʡF,62ʡF,97ʡ%,S,8ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Fog
20,10:26 AM,68ʡF,65ʡF,90ʡ%,S,14ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Cloudy
21,10:44 AM,70ʡF,65ʡF,84ʡ%,S,15ʡmph,24ʡmph,29.23ʡin,0.0ʡin,Cloudy
22,10:53 AM,70ʡF,65ʡF,84ʡ%,S,16ʡmph,0ʡmph,29.23ʡin,0.0ʡin,Cloudy
23,11:53 AM,75ʡF,65ʡF,71ʡ%,S,20ʡmph,26ʡmph,29.21ʡin,0.0ʡin,Mostly Cloudy
24,12:53 PM,77ʡF,64ʡF,64ʡ%,S,24ʡmph,38ʡmph,29.14ʡin,0.0ʡin,Partly Cloudy / Windy
25,1:53 PM,77ʡF,65ʡF,66ʡ%,S,23ʡmph,32ʡmph,29.11ʡin,0.0ʡin,Partly Cloudy / Windy
26,2:53 PM,79ʡF,65ʡF,62ʡ%,S,18ʡmph,30ʡmph,29.10ʡin,0.0ʡin,Mostly Cloudy
27,3:53 PM,78ʡF,64ʡF,62ʡ%,S,15ʡmph,29ʡmph,29.08ʡin,0.0ʡin,Partly Cloudy
28,4:53 PM,78ʡF,65ʡF,64ʡ%,SSE,16ʡmph,0ʡmph,29.08ʡin,0.0ʡin,Partly Cloudy
29,5:53 PM,76ʡF,64ʡF,67ʡ%,SSE,14ʡmph,0ʡmph,29.08ʡin,0.0ʡin,Partly Cloudy
30,6:53 PM,73ʡF,65ʡF,76ʡ%,S,9ʡmph,0ʡmph,29.11ʡin,0.0ʡin,Partly Cloudy
31,7:53 PM,68ʡF,64ʡF,87ʡ%,SE,7ʡmph,0ʡmph,29.15ʡin,0.0ʡin,Fair
32,8:53 PM,68ʡF,66ʡF,93ʡ%,ESE,7ʡmph,0ʡmph,29.15ʡin,0.0ʡin,Mostly Cloudy
33,9:14 PM,68ʡF,66ʡF,93ʡ%,SE,3ʡmph,0ʡmph,29.16ʡin,0.0ʡin,Cloudy
34,9:53 PM,69ʡF,68ʡF,96ʡ%,SSE,7ʡmph,0ʡmph,29.16ʡin,0.0ʡin,Cloudy
35,10:19 PM,69ʡF,68ʡF,96ʡ%,S,7ʡmph,0ʡmph,29.17ʡin,0.0ʡin,Cloudy
36,10:53 PM,70ʡF,68ʡF,93ʡ%,S,6ʡmph,0ʡmph,29.17ʡin,0.0ʡin,Cloudy
37,11:53 PM,71ʡF,68ʡF,90ʡ%,S,14ʡmph,23ʡmph,29.17ʡin,0.0ʡin,Cloudy
38,,,,,,,,,,
39,,,,,,,,,,
40,,,,,,,,,,
41,,,,,,,,,,
42,,,,,,,,,,
43,,,,,,,,,,
44,,,,,,,,,,
45,,,,,,,,,,
46,,,,,,,,,,
47,,,,,,,,,,
