,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,72ʡF,63ʡF,73ʡ%,CALM,0ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
1,12:53 AM,69ʡF,63ʡF,81ʡ%,CALM,0ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
2,1:53 AM,67ʡF,63ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
3,2:53 AM,68ʡF,63ʡF,84ʡ%,CALM,0ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
4,3:53 AM,68ʡF,63ʡF,84ʡ%,CALM,0ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Fair
5,4:53 AM,65ʡF,63ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
6,5:53 AM,65ʡF,63ʡF,93ʡ%,CALM,0ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
7,6:53 AM,68ʡF,65ʡF,90ʡ%,CALM,0ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Partly Cloudy
8,7:53 AM,73ʡF,66ʡF,79ʡ%,CALM,0ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Partly Cloudy
9,8:53 AM,78ʡF,68ʡF,71ʡ%,CALM,0ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
10,9:53 AM,83ʡF,70ʡF,65ʡ%,CALM,0ʡmph,0ʡmph,29.42ʡin,0.0ʡin,Partly Cloudy
11,10:53 AM,86ʡF,70ʡF,59ʡ%,VAR,5ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
12,11:53 AM,88ʡF,68ʡF,51ʡ%,CALM,0ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Mostly Cloudy
13,12:53 PM,91ʡF,68ʡF,47ʡ%,SE,9ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
14,1:53 PM,92ʡF,67ʡF,44ʡ%,VAR,7ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Fair
15,2:53 PM,92ʡF,66ʡF,42ʡ%,SE,6ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Partly Cloudy
16,3:53 PM,93ʡF,65ʡF,39ʡ%,E,9ʡmph,23ʡmph,29.30ʡin,0.0ʡin,Partly Cloudy
17,4:53 PM,91ʡF,63ʡF,39ʡ%,E,10ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
18,5:53 PM,88ʡF,65ʡF,46ʡ%,ESE,8ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
19,6:53 PM,84ʡF,67ʡF,56ʡ%,SSE,9ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Partly Cloudy
20,7:53 PM,81ʡF,67ʡF,62ʡ%,SSE,7ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
21,8:53 PM,77ʡF,68ʡF,74ʡ%,SSW,5ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Fair
22,9:53 PM,74ʡF,68ʡF,82ʡ%,CALM,0ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
23,10:53 PM,74ʡF,68ʡF,82ʡ%,,0ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
