,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,81ʡF,70ʡF,69ʡ%,S,10ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
1,12:53 AM,79ʡF,70ʡF,74ʡ%,S,7ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
2,1:53 AM,77ʡF,70ʡF,79ʡ%,S,7ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
3,2:53 AM,74ʡF,69ʡF,85ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Partly Cloudy
4,3:53 AM,71ʡF,68ʡF,90ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Partly Cloudy
5,4:26 AM,74ʡF,70ʡF,87ʡ%,S,3ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Mostly Cloudy
6,4:53 AM,74ʡF,70ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Mostly Cloudy
7,5:01 AM,74ʡF,70ʡF,87ʡ%,CALM,0ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Partly Cloudy
8,5:53 AM,72ʡF,69ʡF,91ʡ%,S,5ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
9,6:53 AM,76ʡF,72ʡF,87ʡ%,S,5ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
10,7:53 AM,82ʡF,73ʡF,74ʡ%,VAR,7ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Partly Cloudy
11,8:53 AM,84ʡF,72ʡF,67ʡ%,S,12ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Mostly Cloudy
12,9:53 AM,87ʡF,70ʡF,57ʡ%,S,6ʡmph,17ʡmph,29.51ʡin,0.0ʡin,Partly Cloudy
13,10:53 AM,89ʡF,70ʡF,53ʡ%,SSW,10ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Partly Cloudy
14,11:53 AM,93ʡF,68ʡF,44ʡ%,S,10ʡmph,18ʡmph,29.49ʡin,0.0ʡin,Partly Cloudy
15,12:53 PM,93ʡF,67ʡF,42ʡ%,S,12ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Partly Cloudy
16,1:53 PM,95ʡF,66ʡF,38ʡ%,S,14ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Partly Cloudy
17,2:53 PM,99ʡF,65ʡF,33ʡ%,VAR,6ʡmph,18ʡmph,29.42ʡin,0.0ʡin,Partly Cloudy
18,3:53 PM,99ʡF,64ʡF,32ʡ%,S,14ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Partly Cloudy
19,4:53 PM,98ʡF,63ʡF,31ʡ%,SSE,10ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Partly Cloudy
20,5:53 PM,98ʡF,62ʡF,30ʡ%,S,7ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Partly Cloudy
21,6:53 PM,95ʡF,65ʡF,37ʡ%,S,13ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Partly Cloudy
22,7:53 PM,92ʡF,66ʡF,42ʡ%,SSE,7ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Partly Cloudy
23,8:53 PM,90ʡF,67ʡF,46ʡ%,SSE,15ʡmph,25ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
24,9:53 PM,87ʡF,69ʡF,55ʡ%,SSE,14ʡmph,25ʡmph,29.42ʡin,0.0ʡin,Fair
25,10:53 PM,84ʡF,69ʡF,61ʡ%,S,12ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fair
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
