,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,81ʡF,73ʡF,77ʡ%,S,14ʡmph,22ʡmph,29.35ʡin,0.0ʡin,Fair
1,12:53 AM,80ʡF,74ʡF,81ʡ%,S,12ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Fair
2,1:53 AM,79ʡF,74ʡF,84ʡ%,S,9ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Partly Cloudy
3,2:50 AM,79ʡF,73ʡF,83ʡ%,S,8ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
4,2:53 AM,78ʡF,74ʡF,87ʡ%,S,9ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
5,3:20 AM,79ʡF,74ʡF,84ʡ%,S,12ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Partly Cloudy
6,3:53 AM,79ʡF,74ʡF,84ʡ%,S,12ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Partly Cloudy
7,4:22 AM,79ʡF,74ʡF,84ʡ%,S,8ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Mostly Cloudy
8,4:53 AM,78ʡF,74ʡF,87ʡ%,S,8ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Fair
9,5:53 AM,77ʡF,75ʡF,94ʡ%,S,5ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Cloudy
10,6:53 AM,78ʡF,76ʡF,93ʡ%,SSE,7ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
11,7:53 AM,81ʡF,75ʡF,82ʡ%,S,13ʡmph,22ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
12,8:32 AM,82ʡF,73ʡF,74ʡ%,S,15ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Partly Cloudy
13,8:53 AM,86ʡF,74ʡF,67ʡ%,S,12ʡmph,21ʡmph,29.39ʡin,0.0ʡin,Partly Cloudy
14,9:53 AM,90ʡF,71ʡF,54ʡ%,S,12ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
15,10:53 AM,93ʡF,70ʡF,47ʡ%,SSE,15ʡmph,26ʡmph,29.39ʡin,0.0ʡin,Fair
16,11:53 AM,96ʡF,68ʡF,40ʡ%,SSE,15ʡmph,23ʡmph,29.37ʡin,0.0ʡin,Fair
17,12:53 PM,99ʡF,65ʡF,33ʡ%,S,20ʡmph,25ʡmph,29.35ʡin,0.0ʡin,Fair
18,1:53 PM,100ʡF,65ʡF,32ʡ%,S,18ʡmph,23ʡmph,29.33ʡin,0.0ʡin,Fair
19,2:53 PM,101ʡF,63ʡF,29ʡ%,SSE,10ʡmph,22ʡmph,29.30ʡin,0.0ʡin,Fair
20,3:53 PM,100ʡF,62ʡF,29ʡ%,SE,10ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Partly Cloudy
21,4:53 PM,101ʡF,59ʡF,25ʡ%,SE,9ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Mostly Cloudy
22,5:53 PM,100ʡF,62ʡF,29ʡ%,SE,15ʡmph,0ʡmph,29.26ʡin,0.0ʡin,Mostly Cloudy
23,6:53 PM,97ʡF,63ʡF,32ʡ%,SSE,15ʡmph,0ʡmph,29.27ʡin,0.0ʡin,Mostly Cloudy
24,7:53 PM,92ʡF,66ʡF,42ʡ%,SSE,15ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Mostly Cloudy
25,8:53 PM,89ʡF,69ʡF,52ʡ%,S,15ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Partly Cloudy
26,9:53 PM,86ʡF,70ʡF,59ʡ%,SSE,14ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
27,10:53 PM,84ʡF,71ʡF,65ʡ%,S,12ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
