,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:53 AM,45ʡF,44ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Cloudy
1,1:21 AM,48ʡF,46ʡF,93ʡ%,WNW,5ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Partly Cloudy
2,1:45 AM,48ʡF,46ʡF,93ʡ%,NW,6ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Mostly Cloudy
3,1:53 AM,48ʡF,47ʡF,96ʡ%,NNW,6ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Mostly Cloudy
4,2:31 AM,48ʡF,47ʡF,96ʡ%,NNW,6ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Cloudy
5,2:53 AM,48ʡF,47ʡF,96ʡ%,NNW,7ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Cloudy
6,3:53 AM,49ʡF,47ʡF,93ʡ%,N,6ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Cloudy
7,4:20 AM,47ʡF,45ʡF,93ʡ%,SE,5ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Cloudy
8,4:53 AM,46ʡF,45ʡF,96ʡ%,SSE,5ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Cloudy
9,5:18 AM,47ʡF,46ʡF,97ʡ%,SE,3ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Cloudy
10,5:43 AM,47ʡF,46ʡF,97ʡ%,CALM,0ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fog
11,5:53 AM,47ʡF,46ʡF,97ʡ%,SE,3ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fog
12,5:56 AM,47ʡF,46ʡF,97ʡ%,SE,3ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fog
13,6:53 AM,46ʡF,45ʡF,96ʡ%,E,3ʡmph,0ʡmph,29.43ʡin,0.0ʡin,Fog
14,7:34 AM,46ʡF,45ʡF,96ʡ%,E,5ʡmph,0ʡmph,29.45ʡin,0.0ʡin,Fog
15,7:53 AM,46ʡF,45ʡF,96ʡ%,E,5ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fog
16,8:53 AM,46ʡF,46ʡF,100ʡ%,NE,10ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fog
17,9:26 AM,46ʡF,45ʡF,96ʡ%,NE,12ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fog
18,9:49 AM,46ʡF,45ʡF,93ʡ%,N,9ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Cloudy
19,9:53 AM,47ʡF,45ʡF,93ʡ%,NNE,9ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Cloudy
20,10:03 AM,48ʡF,46ʡF,93ʡ%,NNE,10ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Cloudy
21,10:53 AM,48ʡF,46ʡF,93ʡ%,N,7ʡmph,0ʡmph,29.54ʡin,0.0ʡin,Cloudy
22,11:01 AM,48ʡF,46ʡF,93ʡ%,N,8ʡmph,0ʡmph,29.54ʡin,0.0ʡin,Cloudy
23,11:53 AM,50ʡF,46ʡF,86ʡ%,NNE,7ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Cloudy
24,12:12 PM,51ʡF,46ʡF,83ʡ%,NNE,9ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Cloudy
25,12:53 PM,52ʡF,46ʡF,80ʡ%,NE,6ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Cloudy
26,1:53 PM,53ʡF,46ʡF,77ʡ%,N,9ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Cloudy
27,2:53 PM,53ʡF,46ʡF,77ʡ%,N,9ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Cloudy
28,3:53 PM,53ʡF,46ʡF,77ʡ%,NNE,7ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Cloudy
29,4:53 PM,52ʡF,46ʡF,80ʡ%,NNE,9ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Cloudy
30,5:53 PM,52ʡF,45ʡF,77ʡ%,NE,10ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Cloudy
31,6:53 PM,51ʡF,46ʡF,83ʡ%,NE,8ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Cloudy
32,7:53 PM,51ʡF,46ʡF,83ʡ%,CALM,0ʡmph,0ʡmph,29.56ʡin,0.0ʡin,Cloudy
33,8:53 PM,50ʡF,46ʡF,86ʡ%,N,5ʡmph,0ʡmph,29.59ʡin,0.0ʡin,Cloudy
34,9:28 PM,51ʡF,46ʡF,83ʡ%,N,6ʡmph,0ʡmph,29.60ʡin,0.0ʡin,Cloudy
35,9:53 PM,52ʡF,46ʡF,80ʡ%,NNE,9ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Cloudy
36,10:53 PM,49ʡF,45ʡF,86ʡ%,NE,12ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Cloudy
37,11:53 PM,50ʡF,45ʡF,83ʡ%,NE,8ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Cloudy
38,,,,,,,,,,
39,,,,,,,,,,
40,,,,,,,,,,
41,,,,,,,,,,
42,,,,,,,,,,
43,,,,,,,,,,
44,,,,,,,,,,
45,,,,,,,,,,
46,,,,,,,,,,
47,,,,,,,,,,
