,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,81ʡF,67ʡF,62ʡ%,S,9ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
1,12:53 AM,79ʡF,68ʡF,69ʡ%,S,6ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Mostly Cloudy
2,1:53 AM,78ʡF,69ʡF,74ʡ%,SSW,6ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
3,2:53 AM,75ʡF,70ʡF,84ʡ%,S,3ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
4,3:53 AM,74ʡF,70ʡF,87ʡ%,S,3ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
5,4:53 AM,73ʡF,70ʡF,90ʡ%,S,3ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Mostly Cloudy
6,5:53 AM,73ʡF,70ʡF,90ʡ%,S,5ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Mostly Cloudy
7,6:53 AM,77ʡF,70ʡF,79ʡ%,S,3ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
8,7:53 AM,81ʡF,68ʡF,65ʡ%,SSW,9ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
9,8:53 AM,86ʡF,63ʡF,46ʡ%,SSW,14ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
10,9:53 AM,90ʡF,62ʡF,39ʡ%,SSW,14ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
11,10:53 AM,93ʡF,60ʡF,33ʡ%,S,14ʡmph,22ʡmph,29.40ʡin,0.0ʡin,Fair
12,11:53 AM,96ʡF,56ʡF,26ʡ%,SW,9ʡmph,17ʡmph,29.38ʡin,0.0ʡin,Fair
13,12:53 PM,99ʡF,56ʡF,24ʡ%,S,9ʡmph,30ʡmph,29.36ʡin,0.0ʡin,Fair
14,1:53 PM,102ʡF,53ʡF,19ʡ%,S,14ʡmph,17ʡmph,29.34ʡin,0.0ʡin,Fair
15,2:53 PM,100ʡF,53ʡF,21ʡ%,SSE,10ʡmph,20ʡmph,29.32ʡin,0.0ʡin,Mostly Cloudy
16,3:53 PM,100ʡF,55ʡF,22ʡ%,ESE,12ʡmph,0ʡmph,29.31ʡin,0.0ʡin,Mostly Cloudy
17,4:53 PM,101ʡF,57ʡF,23ʡ%,SE,9ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Mostly Cloudy
18,5:53 PM,99ʡF,57ʡF,25ʡ%,SE,12ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Mostly Cloudy
19,6:53 PM,97ʡF,58ʡF,27ʡ%,S,8ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Mostly Cloudy
20,7:53 PM,89ʡF,59ʡF,36ʡ%,S,8ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Mostly Cloudy
21,8:53 PM,89ʡF,66ʡF,46ʡ%,S,16ʡmph,24ʡmph,29.32ʡin,0.0ʡin,Mostly Cloudy
22,9:53 PM,86ʡF,69ʡF,57ʡ%,S,16ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Mostly Cloudy
23,10:53 PM,84ʡF,68ʡF,58ʡ%,S,14ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Mostly Cloudy
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
