,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,75ʡF,68ʡF,79ʡ%,S,9ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Partly Cloudy
1,2:53 AM,72ʡF,69ʡF,91ʡ%,S,10ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
2,3:53 AM,71ʡF,68ʡF,90ʡ%,S,9ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Mostly Cloudy
3,4:53 AM,71ʡF,68ʡF,90ʡ%,S,9ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Mostly Cloudy
4,5:20 AM,71ʡF,67ʡF,87ʡ%,S,9ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Partly Cloudy
5,5:53 AM,71ʡF,67ʡF,87ʡ%,S,12ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Mostly Cloudy
6,6:31 AM,72ʡF,67ʡF,84ʡ%,SSW,7ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Mostly Cloudy
7,6:53 AM,72ʡF,67ʡF,84ʡ%,SSW,9ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Mostly Cloudy
8,7:53 AM,75ʡF,67ʡF,76ʡ%,SSW,7ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Mostly Cloudy
9,8:43 AM,77ʡF,67ʡF,71ʡ%,SSW,8ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
10,8:53 AM,79ʡF,67ʡF,66ʡ%,S,12ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
11,9:53 AM,82ʡF,66ʡF,58ʡ%,SSE,10ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Partly Cloudy
12,10:53 AM,86ʡF,64ʡF,48ʡ%,S,8ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Partly Cloudy
13,11:53 AM,90ʡF,63ʡF,40ʡ%,SSE,15ʡmph,23ʡmph,29.37ʡin,0.0ʡin,Partly Cloudy
14,1:53 PM,95ʡF,59ʡF,30ʡ%,S,16ʡmph,29ʡmph,29.33ʡin,0.0ʡin,Fair
15,2:53 PM,94ʡF,60ʡF,32ʡ%,S,17ʡmph,25ʡmph,29.31ʡin,0.0ʡin,Fair
16,3:53 PM,95ʡF,61ʡF,32ʡ%,S,16ʡmph,0ʡmph,29.29ʡin,0.0ʡin,Partly Cloudy
17,4:53 PM,94ʡF,60ʡF,32ʡ%,S,15ʡmph,24ʡmph,29.27ʡin,0.0ʡin,Partly Cloudy
18,5:53 PM,91ʡF,63ʡF,39ʡ%,SSE,16ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Mostly Cloudy
19,6:53 PM,88ʡF,65ʡF,46ʡ%,SSE,16ʡmph,24ʡmph,29.28ʡin,0.0ʡin,Mostly Cloudy
20,7:53 PM,84ʡF,66ʡF,55ʡ%,SSE,16ʡmph,28ʡmph,29.30ʡin,0.0ʡin,Mostly Cloudy
21,8:53 PM,80ʡF,67ʡF,64ʡ%,SSE,14ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Fair
22,9:53 PM,77ʡF,68ʡF,74ʡ%,SSE,12ʡmph,0ʡmph,29.33ʡin,0.0ʡin,Fair
23,10:53 PM,75ʡF,69ʡF,82ʡ%,S,10ʡmph,0ʡmph,29.34ʡin,0.0ʡin,Partly Cloudy
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
