,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,77ʡF,72ʡF,84ʡ%,S,13ʡmph,24ʡmph,29.15ʡin,0.0ʡin,Cloudy
1,12:23 AM,77ʡF,72ʡF,84ʡ%,S,10ʡmph,0ʡmph,29.14ʡin,0.0ʡin,Partly Cloudy
2,12:53 AM,76ʡF,72ʡF,87ʡ%,S,8ʡmph,0ʡmph,29.15ʡin,0.0ʡin,Mostly Cloudy
3,1:53 AM,76ʡF,72ʡF,87ʡ%,SSE,8ʡmph,0ʡmph,29.14ʡin,0.0ʡin,Cloudy
4,2:53 AM,75ʡF,73ʡF,94ʡ%,S,7ʡmph,0ʡmph,29.14ʡin,0.0ʡin,Cloudy
5,3:49 AM,75ʡF,73ʡF,94ʡ%,S,9ʡmph,0ʡmph,29.14ʡin,0.0ʡin,Cloudy
6,3:53 AM,75ʡF,73ʡF,94ʡ%,S,9ʡmph,0ʡmph,29.14ʡin,0.0ʡin,Cloudy
7,4:53 AM,75ʡF,73ʡF,94ʡ%,S,9ʡmph,0ʡmph,29.14ʡin,0.0ʡin,Cloudy
8,5:19 AM,75ʡF,73ʡF,94ʡ%,S,12ʡmph,0ʡmph,29.14ʡin,0.0ʡin,Mostly Cloudy
9,5:53 AM,75ʡF,73ʡF,94ʡ%,S,12ʡmph,0ʡmph,29.16ʡin,0.0ʡin,Mostly Cloudy
10,6:53 AM,77ʡF,73ʡF,88ʡ%,SSE,13ʡmph,20ʡmph,29.18ʡin,0.0ʡin,Mostly Cloudy
11,7:53 AM,79ʡF,73ʡF,82ʡ%,S,16ʡmph,0ʡmph,29.21ʡin,0.0ʡin,Cloudy
12,8:53 AM,82ʡF,73ʡF,74ʡ%,SSE,15ʡmph,23ʡmph,29.22ʡin,0.0ʡin,Mostly Cloudy
13,9:18 AM,83ʡF,72ʡF,69ʡ%,S,16ʡmph,24ʡmph,29.22ʡin,0.0ʡin,Partly Cloudy
14,9:53 AM,85ʡF,72ʡF,65ʡ%,S,16ʡmph,0ʡmph,29.22ʡin,0.0ʡin,Partly Cloudy
15,10:53 AM,89ʡF,72ʡF,57ʡ%,SSE,14ʡmph,23ʡmph,29.23ʡin,0.0ʡin,Fair
16,11:53 AM,90ʡF,72ʡF,55ʡ%,SSE,18ʡmph,28ʡmph,29.23ʡin,0.0ʡin,Partly Cloudy
17,12:53 PM,91ʡF,71ʡF,52ʡ%,S,17ʡmph,28ʡmph,29.21ʡin,0.0ʡin,Partly Cloudy
18,1:53 PM,93ʡF,72ʡF,50ʡ%,S,16ʡmph,28ʡmph,29.19ʡin,0.0ʡin,Partly Cloudy
19,2:53 PM,93ʡF,71ʡF,49ʡ%,S,17ʡmph,26ʡmph,29.18ʡin,0.0ʡin,Mostly Cloudy
20,3:53 PM,93ʡF,71ʡF,49ʡ%,S,20ʡmph,30ʡmph,29.17ʡin,0.0ʡin,Partly Cloudy
21,4:53 PM,92ʡF,72ʡF,52ʡ%,SE,18ʡmph,28ʡmph,29.18ʡin,0.0ʡin,Partly Cloudy
22,5:53 PM,90ʡF,72ʡF,55ʡ%,SSE,21ʡmph,30ʡmph,29.19ʡin,0.0ʡin,Mostly Cloudy / Windy
23,6:53 PM,87ʡF,71ʡF,59ʡ%,SSE,18ʡmph,29ʡmph,29.21ʡin,0.0ʡin,Fair
24,7:53 PM,85ʡF,72ʡF,65ʡ%,SSE,14ʡmph,0ʡmph,29.24ʡin,0.0ʡin,Fair
25,8:53 PM,83ʡF,72ʡF,69ʡ%,SSE,13ʡmph,23ʡmph,29.27ʡin,0.0ʡin,Fair
26,9:53 PM,81ʡF,72ʡF,74ʡ%,SSE,14ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
27,10:53 PM,79ʡF,73ʡF,82ʡ%,SSE,15ʡmph,0ʡmph,29.32ʡin,0.0ʡin,Partly Cloudy
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
36,,,,,,,,,,
37,,,,,,,,,,
