,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,62ʡF,52ʡF,70ʡ%,CALM,0ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
1,12:53 AM,64ʡF,52ʡF,65ʡ%,ENE,5ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
2,1:53 AM,60ʡF,52ʡF,75ʡ%,CALM,0ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
3,2:53 AM,64ʡF,51ʡF,63ʡ%,ENE,5ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
4,3:53 AM,60ʡF,49ʡF,67ʡ%,NE,5ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
5,4:53 AM,62ʡF,47ʡF,58ʡ%,NE,6ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
6,5:53 AM,59ʡF,47ʡF,64ʡ%,VAR,3ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
7,6:53 AM,58ʡF,49ʡF,72ʡ%,CALM,0ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
8,7:53 AM,66ʡF,47ʡF,50ʡ%,NNE,3ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
9,8:53 AM,69ʡF,45ʡF,42ʡ%,VAR,5ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Fair
10,9:53 AM,73ʡF,45ʡF,37ʡ%,CALM,0ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
11,10:53 AM,77ʡF,46ʡF,33ʡ%,NE,3ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
12,11:53 AM,81ʡF,47ʡF,30ʡ%,NNE,7ʡmph,0ʡmph,29.47ʡin,0.0ʡin,Fair
13,12:53 PM,83ʡF,50ʡF,32ʡ%,NE,8ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
14,1:53 PM,85ʡF,48ʡF,28ʡ%,ENE,8ʡmph,0ʡmph,29.40ʡin,0.0ʡin,Fair
15,2:53 PM,87ʡF,49ʡF,27ʡ%,NNE,8ʡmph,0ʡmph,29.38ʡin,0.0ʡin,Fair
16,3:53 PM,86ʡF,49ʡF,28ʡ%,N,10ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
17,4:53 PM,85ʡF,49ʡF,29ʡ%,ENE,10ʡmph,17ʡmph,29.35ʡin,0.0ʡin,Fair
18,5:53 PM,82ʡF,49ʡF,31ʡ%,ENE,8ʡmph,0ʡmph,29.35ʡin,0.0ʡin,Fair
19,6:53 PM,77ʡF,50ʡF,39ʡ%,E,6ʡmph,0ʡmph,29.36ʡin,0.0ʡin,Fair
20,7:53 PM,74ʡF,50ʡF,43ʡ%,E,6ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
21,8:53 PM,71ʡF,50ʡF,47ʡ%,ENE,6ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
22,9:53 PM,62ʡF,49ʡF,62ʡ%,CALM,0ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
23,10:53 PM,58ʡF,48ʡF,70ʡ%,CALM,0ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
