,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,67ʡF,65ʡF,93ʡ%,SW,5ʡmph,0ʡmph,29.25ʡin,0.0ʡin,Cloudy
1,12:21 AM,66ʡF,64ʡF,93ʡ%,WSW,7ʡmph,0ʡmph,29.25ʡin,0.0ʡin,Partly Cloudy
2,12:53 AM,66ʡF,63ʡF,90ʡ%,WNW,7ʡmph,0ʡmph,29.28ʡin,0.0ʡin,Fair
3,1:53 AM,64ʡF,53ʡF,67ʡ%,NW,9ʡmph,0ʡmph,29.30ʡin,0.0ʡin,Fair
4,2:53 AM,63ʡF,40ʡF,43ʡ%,NW,15ʡmph,25ʡmph,29.33ʡin,0.0ʡin,Fair
5,3:53 AM,59ʡF,39ʡF,48ʡ%,NW,10ʡmph,22ʡmph,29.36ʡin,0.0ʡin,Fair
6,4:53 AM,55ʡF,36ʡF,49ʡ%,NW,15ʡmph,29ʡmph,29.39ʡin,0.0ʡin,Fair
7,5:53 AM,52ʡF,34ʡF,50ʡ%,NW,13ʡmph,20ʡmph,29.43ʡin,0.0ʡin,Fair
8,6:53 AM,51ʡF,33ʡF,50ʡ%,NW,18ʡmph,33ʡmph,29.47ʡin,0.0ʡin,Fair
9,7:53 AM,52ʡF,32ʡF,47ʡ%,NW,20ʡmph,30ʡmph,29.50ʡin,0.0ʡin,Fair
10,8:53 AM,55ʡF,33ʡF,43ʡ%,NNW,21ʡmph,32ʡmph,29.52ʡin,0.0ʡin,Fair / Windy
11,9:53 AM,57ʡF,33ʡF,40ʡ%,NW,23ʡmph,36ʡmph,29.52ʡin,0.0ʡin,Fair / Windy
12,10:53 AM,61ʡF,34ʡF,36ʡ%,WNW,8ʡmph,22ʡmph,29.53ʡin,0.0ʡin,Fair
13,11:53 AM,65ʡF,35ʡF,33ʡ%,N,17ʡmph,29ʡmph,29.51ʡin,0.0ʡin,Fair
14,12:53 PM,68ʡF,34ʡF,28ʡ%,NNW,16ʡmph,28ʡmph,29.49ʡin,0.0ʡin,Fair
15,1:53 PM,70ʡF,34ʡF,27ʡ%,,0ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
16,2:00 PM,70ʡF,34ʡF,27ʡ%,WNW,13ʡmph,22ʡmph,29.46ʡin,0.0ʡin,Fair
17,2:53 PM,72ʡF,34ʡF,25ʡ%,NNW,14ʡmph,24ʡmph,29.43ʡin,0.0ʡin,Fair
18,3:53 PM,73ʡF,32ʡF,22ʡ%,NW,7ʡmph,21ʡmph,29.42ʡin,0.0ʡin,Fair
19,4:53 PM,72ʡF,29ʡF,20ʡ%,NNW,14ʡmph,23ʡmph,29.42ʡin,0.0ʡin,Fair
20,5:53 PM,70ʡF,28ʡF,21ʡ%,N,15ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
21,6:53 PM,60ʡF,29ʡF,31ʡ%,N,8ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
22,7:53 PM,54ʡF,29ʡF,38ʡ%,N,7ʡmph,0ʡmph,29.48ʡin,0.0ʡin,Fair
23,8:53 PM,53ʡF,30ʡF,41ʡ%,N,7ʡmph,0ʡmph,29.50ʡin,0.0ʡin,Fair
24,9:53 PM,47ʡF,32ʡF,56ʡ%,NNW,5ʡmph,0ʡmph,29.53ʡin,0.0ʡin,Fair
25,10:53 PM,50ʡF,29ʡF,44ʡ%,CALM,0ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
34,,,,,,,,,,
35,,,,,,,,,,
