,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,12:53 AM,58ʡF,24ʡF,27ʡ%,W,6ʡmph,0ʡmph,29.37ʡin,0.0ʡin,Fair
1,1:53 AM,47ʡF,27ʡF,46ʡ%,CALM,0ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
2,2:53 AM,48ʡF,28ʡF,46ʡ%,SSW,6ʡmph,0ʡmph,29.39ʡin,0.0ʡin,Fair
3,3:53 AM,40ʡF,28ʡF,63ʡ%,WSW,3ʡmph,0ʡmph,29.41ʡin,0.0ʡin,Fair
4,4:53 AM,42ʡF,27ʡF,55ʡ%,SSW,7ʡmph,0ʡmph,29.44ʡin,0.0ʡin,Fair
5,5:53 AM,39ʡF,30ʡF,70ʡ%,WSW,3ʡmph,0ʡmph,29.46ʡin,0.0ʡin,Fair
6,6:53 AM,39ʡF,31ʡF,73ʡ%,WSW,3ʡmph,0ʡmph,29.49ʡin,0.0ʡin,Fair
7,7:53 AM,38ʡF,30ʡF,73ʡ%,CALM,0ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Fair
8,8:53 AM,54ʡF,31ʡF,41ʡ%,NNW,6ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
9,9:53 AM,58ʡF,29ʡF,33ʡ%,NNW,5ʡmph,0ʡmph,29.57ʡin,0.0ʡin,Fair
10,10:53 AM,61ʡF,28ʡF,29ʡ%,N,10ʡmph,0ʡmph,29.58ʡin,0.0ʡin,Fair
11,11:53 AM,62ʡF,28ʡF,28ʡ%,NNE,8ʡmph,0ʡmph,29.57ʡin,0.0ʡin,Fair
12,12:53 PM,64ʡF,28ʡF,26ʡ%,N,10ʡmph,17ʡmph,29.55ʡin,0.0ʡin,Fair
13,1:53 PM,65ʡF,29ʡF,26ʡ%,N,9ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Fair
14,2:53 PM,66ʡF,29ʡF,25ʡ%,NE,12ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Fair
15,3:53 PM,66ʡF,29ʡF,25ʡ%,NE,8ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
16,4:53 PM,65ʡF,29ʡF,26ʡ%,ENE,6ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Fair
17,5:53 PM,60ʡF,30ʡF,32ʡ%,E,7ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Fair
18,6:53 PM,56ʡF,30ʡF,37ʡ%,E,5ʡmph,0ʡmph,29.54ʡin,0.0ʡin,Fair
19,7:53 PM,57ʡF,30ʡF,36ʡ%,ENE,7ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
20,8:53 PM,55ʡF,31ʡF,40ʡ%,VAR,5ʡmph,0ʡmph,29.56ʡin,0.0ʡin,Mostly Cloudy
21,9:53 PM,53ʡF,32ʡF,45ʡ%,NNE,3ʡmph,0ʡmph,29.57ʡin,0.0ʡin,Mostly Cloudy
22,10:53 PM,46ʡF,33ʡF,61ʡ%,CALM,0ʡmph,0ʡmph,29.58ʡin,0.0ʡin,Partly Cloudy
23,11:53 PM,46ʡF,34ʡF,63ʡ%,CALM,0ʡmph,0ʡmph,29.58ʡin,0.0ʡin,Partly Cloudy
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
