,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
0,11:53 PM,50ʡF,31ʡF,48ʡ%,WSW,6ʡmph,0ʡmph,29.60ʡin,0.0ʡin,Fair
1,12:53 AM,47ʡF,32ʡF,56ʡ%,W,3ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Fair
2,1:53 AM,41ʡF,34ʡF,76ʡ%,W,6ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Fair
3,2:53 AM,40ʡF,35ʡF,83ʡ%,WSW,3ʡmph,0ʡmph,29.61ʡin,0.0ʡin,Fair
4,3:53 AM,39ʡF,34ʡF,82ʡ%,CALM,0ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Fair
5,4:53 AM,41ʡF,33ʡF,73ʡ%,WSW,6ʡmph,0ʡmph,29.62ʡin,0.0ʡin,Fair
6,5:53 AM,38ʡF,31ʡF,76ʡ%,CALM,0ʡmph,0ʡmph,29.63ʡin,0.0ʡin,Fair
7,6:53 AM,48ʡF,29ʡF,48ʡ%,WSW,6ʡmph,0ʡmph,29.67ʡin,0.0ʡin,Fair
8,7:53 AM,55ʡF,28ʡF,35ʡ%,WSW,5ʡmph,0ʡmph,29.69ʡin,0.0ʡin,Fair
9,8:53 AM,63ʡF,24ʡF,23ʡ%,NW,10ʡmph,0ʡmph,29.70ʡin,0.0ʡin,Fair
10,9:53 AM,67ʡF,25ʡF,21ʡ%,NNW,8ʡmph,0ʡmph,29.71ʡin,0.0ʡin,Fair
11,10:53 AM,69ʡF,24ʡF,18ʡ%,WNW,10ʡmph,22ʡmph,29.69ʡin,0.0ʡin,Fair
12,11:53 AM,72ʡF,25ʡF,17ʡ%,NNW,7ʡmph,0ʡmph,29.66ʡin,0.0ʡin,Fair
13,12:53 PM,75ʡF,23ʡF,14ʡ%,NW,9ʡmph,0ʡmph,29.63ʡin,0.0ʡin,Fair
14,1:53 PM,76ʡF,24ʡF,15ʡ%,NNW,10ʡmph,22ʡmph,29.59ʡin,0.0ʡin,Fair
15,2:53 PM,77ʡF,20ʡF,12ʡ%,W,10ʡmph,26ʡmph,29.55ʡin,0.0ʡin,Fair
16,3:53 PM,77ʡF,19ʡF,11ʡ%,NW,16ʡmph,24ʡmph,29.53ʡin,0.0ʡin,Fair
17,4:53 PM,76ʡF,19ʡF,12ʡ%,NW,9ʡmph,22ʡmph,29.52ʡin,0.0ʡin,Fair
18,5:53 PM,74ʡF,24ʡF,16ʡ%,NNW,8ʡmph,0ʡmph,29.51ʡin,0.0ʡin,Fair
19,6:53 PM,67ʡF,24ʡF,20ʡ%,NNW,6ʡmph,0ʡmph,29.52ʡin,0.0ʡin,Fair
20,7:53 PM,50ʡF,33ʡF,52ʡ%,NNW,3ʡmph,0ʡmph,29.55ʡin,0.0ʡin,Fair
21,8:53 PM,63ʡF,26ʡF,25ʡ%,ENE,6ʡmph,0ʡmph,29.57ʡin,0.0ʡin,Fair
22,9:53 PM,49ʡF,33ʡF,54ʡ%,CALM,0ʡmph,0ʡmph,29.58ʡin,0.0ʡin,Fair
23,10:53 PM,46ʡF,35ʡF,66ʡ%,CALM,0ʡmph,0ʡmph,29.57ʡin,0.0ʡin,Fair
24,,,,,,,,,,
25,,,,,,,,,,
26,,,,,,,,,,
27,,,,,,,,,,
28,,,,,,,,,,
29,,,,,,,,,,
30,,,,,,,,,,
31,,,,,,,,,,
32,,,,,,,,,,
33,,,,,,,,,,
